sample_barcode	missing_fraction	retained
TCGA-C8-A8HP-01A	0.1510812772746073	True
TCGA-C8-A8HQ-01A	0.1589671734010855	True
TCGA-C8-A8HR-01A	0.1523199770407948	True
TCGA-D8-A1J8-01A	0.13695123701158934	True
TCGA-D8-A1J9-01A	0.13945817963889898	True
TCGA-D8-A1JA-01A	0.15540301001932963	True
TCGA-D8-A1JB-01A	0.13992664871571947	True
TCGA-D8-A1JC-01A	0.14800035451713922	True
TCGA-D8-A1JD-01A	0.13825113318871285	True
TCGA-D8-A1JE-01A	0.14497429750740687	True
TCGA-D8-A1JF-01A	0.13946028985996572	True
TCGA-D8-A1JG-01B	0.1457804019549088	True
TCGA-D8-A1JH-01A	0.18682842214550396	True
TCGA-D8-A1JI-01A	0.1400933561799934	True
TCGA-D8-A1JJ-01A	0.14389597454229305	True
TCGA-D8-A1JK-01A	0.14184061922326982	True
TCGA-D8-A1JL-01A	0.13624220273315832	True
TCGA-D8-A1JM-01A	0.14199677558221	True
TCGA-D8-A1JN-01A	0.14447628533565177	True
TCGA-D8-A1JP-01A	0.14023474099146627	True
TCGA-D8-A1JS-01A	0.13929780283782528	True
TCGA-D8-A1JT-01A	0.1452254138143512	True
TCGA-D8-A1JU-01A	0.14265938499717232	True
TCGA-D8-A1X5-01A	0.143879092773759	True
TCGA-D8-A1X6-01A	0.14431801875564484	True
TCGA-D8-A1X7-01A	0.14479703893779913	True
TCGA-D8-A1X8-01A	0.13862675253859594	True
TCGA-D8-A1X9-01A	0.1511783474436782	True
TCGA-D8-A1XA-01A	0.1393378970380937	True
TCGA-D8-A1XB-01A	0.1408867993010948	True
TCGA-D8-A1XC-01A	0.13951515560770147	True
TCGA-D8-A1XD-01A	0.13748301272041258	True
TCGA-D8-A1XF-01A	0.13834398291565025	True
TCGA-D8-A1XG-01A	0.13969452439837599	True
TCGA-D8-A1XJ-01A	0.13866262629673085	True
TCGA-D8-A1XK-01A	0.13858454811726076	True
TCGA-D8-A1XL-01A	0.13678030910518185	True
TCGA-D8-A1XM-01A	0.14267626676570638	True
TCGA-D8-A1XO-01A	0.13947084096529952	True
TCGA-D8-A1XQ-01A	0.1441808543863055	True
TCGA-D8-A1XR-01A	0.14965476783347822	True
TCGA-D8-A1XT-01A	0.1365988300934406	True
