method	collection	direction	term	ID	Size	enrichmentScore	NES	pvalue	padj	leading_edge	core_enrichment
methylGSA_methylRRA_GSEA	reactome	hypomethylated	reactome:Biosynthesis of DHA-derived SPMs [R-HSA-9018677]	reactome:Biosynthesis of DHA-derived SPMs [R-HSA-9018677]	17	0.321068242626658	0.782923357117033	0.863498483316481	1	tags=59%, list=56%, signal=26%	CYP2E1/CYP1A2/ALOX5/HPGD/PTGS2/CYP1A1/CYP2C9/CYP2C8/ALOX15/CYP3A4
methylGSA_methylRRA_GSEA	reactome	hypomethylated	reactome:Transcriptional Regulation by E2F6 [R-HSA-8953750]	reactome:Transcriptional Regulation by E2F6 [R-HSA-8953750]	34	0.294420040604877	0.782914798834946	0.894105894105894	1	tags=59%, list=58%, signal=25%	EHMT2/EZH2/RYBP/RBBP4/RNF2/EHMT1/MGA/BMI1/PHC3/TFDP1/RRM2/E2F6/CBX3/UXT/MAX/RING1/E2F1/BRCA1/RBBP7/CHEK1
methylGSA_methylRRA_GSEA	reactome	hypomethylated	reactome:Metabolism of porphyrins [R-HSA-189445]	reactome:Metabolism of porphyrins [R-HSA-189445]	24	0.305640027823516	0.782876266001204	0.882882882882883	1	tags=33%, list=32%, signal=23%	SLCO2B1/SLCO1B3/FABP1/ABCC2/ABCC1/ALB/COX10/ABCG2
methylGSA_methylRRA_GSEA	reactome	hypomethylated	reactome:Disorders of Developmental Biology [R-HSA-9675151]	reactome:Disorders of Developmental Biology [R-HSA-9675151]	14	0.329475629955947	0.781116686751399	0.838939857288481	1	tags=50%, list=43%, signal=28%	NCOR2/CAMK4/HDAC1/MECP2/TBL1XR1/PRKACA/CALM2
methylGSA_methylRRA_GSEA	reactome	hypomethylated	reactome:Disorders of Nervous System Development [R-HSA-9697154]	reactome:Disorders of Nervous System Development [R-HSA-9697154]	14	0.329475629955947	0.781116686751399	0.838939857288481	1	tags=50%, list=43%, signal=28%	NCOR2/CAMK4/HDAC1/MECP2/TBL1XR1/PRKACA/CALM2
methylGSA_methylRRA_GSEA	reactome	hypomethylated	reactome:Loss of function of MECP2 in Rett syndrome [R-HSA-9005891]	reactome:Loss of function of MECP2 in Rett syndrome [R-HSA-9005891]	14	0.329475629955947	0.781116686751399	0.838939857288481	1	tags=50%, list=43%, signal=28%	NCOR2/CAMK4/HDAC1/MECP2/TBL1XR1/PRKACA/CALM2
methylGSA_methylRRA_GSEA	reactome	hypomethylated	reactome:Pervasive developmental disorders [R-HSA-9005895]	reactome:Pervasive developmental disorders [R-HSA-9005895]	14	0.329475629955947	0.781116686751399	0.838939857288481	1	tags=50%, list=43%, signal=28%	NCOR2/CAMK4/HDAC1/MECP2/TBL1XR1/PRKACA/CALM2
methylGSA_methylRRA_GSEA	reactome	hypomethylated	reactome:Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells [R-HSA-210744]	reactome:Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells [R-HSA-210744]	16	0.323209030478492	0.78110292225244	0.850912778904665	1	tags=12%, list=4%, signal=12%	MAML3/MAML2
methylGSA_methylRRA_GSEA	reactome	hypomethylated	reactome:Glycogen breakdown (glycogenolysis) [R-HSA-70221]	reactome:Glycogen breakdown (glycogenolysis) [R-HSA-70221]	16	0.323086221479034	0.780806128353415	0.850912778904665	1	tags=50%, list=52%, signal=24%	PHKA1/PHKA2/GYG1/AGL/PGM1/CALM2/GAA/PYGM
methylGSA_methylRRA_GSEA	reactome	hypomethylated	reactome:NFE2L2 regulating tumorigenic genes [R-HSA-9818030]	reactome:NFE2L2 regulating tumorigenic genes [R-HSA-9818030]	11	0.339808146469478	0.78078518529916	0.820247933884298	1	tags=64%, list=53%, signal=30%	EGF/MAFK/BCL2/BCL2L1/PDGFA/NFE2L2/NOTCH1
methylGSA_methylRRA_GSEA	reactome	hypomethylated	reactome:Cyclin A/B1/B2 associated events during G2/M transition [R-HSA-69273]	reactome:Cyclin A/B1/B2 associated events during G2/M transition [R-HSA-69273]	24	0.304709849729378	0.780493677705289	0.887887887887888	1	tags=21%, list=24%, signal=16%	CCNA1/MNAT1/PKMYT1/PPP2CB/PPP2R2A
