comparison_collection	library	direction	term	n_genes	query_size	background_size	overlap_n	overlap_genes	p	adj_p	missmethyl_p	missmethyl_fdr	missmethyl_n_genes	missmethyl_de_genes	methylgsa_direction_p	methylgsa_direction_padj	methylgsa_direction_nes	methylgsa_size	methylgsa_direction_core	methylgsa_all_p	methylgsa_all_padj	methylgsa_all_nes	methylgsa_all_core	ora_significant	missmethyl_significant	methylgsa_direction_significant	methylgsa_all_significant
supervisor_arrays	SupervisorArrays	hypomethylated	19. Other Longevity-Related	291	6052	33010	67	ADGRE3,AGTR1,ARHGAP26,BNIP3L,CBLC,CENPM,CERS6,CLEC2A,CYP19A1,EIF3F,ESR1,ESRRB,EXOSC10,FBLN5,IKZF1,KMO,KRT18,KYNU,LNX1,MINDY2,MYLIP,NEDD4L,NQO2,PDE8B,PELI2,PPARGC1A,PRKN,PTGS2,PTP4A2,REG1A,REG1B,REG3A,RNF130,RNF144A,RNF2,RNF8,S100A16,SAE1,SIAH2,SIPA1L1,SMURF1,SULT2A1,TFF1,TRAF1,TRAF5,TRAF7,TRIM27,TRIM31,TRIM36,TRIM39,TRIM5,TRIM62,TRIM71,UBASH3B,UBD,UBE2H,UBE2N,UBE2R2,UBE4B,UBR5,USP10,USP22,USP30,USP36,USP38,USP44,USP5	0.0250615556473388	0.143208889413365	0.441070655817237	1.0	309	63	0.885114885114885	1.0	0.921605225039604	294.0	AR/ESR1/IKZF1/LNX1/PELI2/PTP4A3/REG1A/TFF1/TRIM31/UBASH3B/UBD/USP10/KRT18/ESRRB/GPR50/REG1B/ARHGAP26/SAE1/CYP19A1/TRAF5/RNF144A/TRIM27/PTP4A2/USP36/TRIM62/PSCA/SIAH2/FBLN5/RNF217/UBE2H/TRIM2/NEDD4L/RAG1/RNF130/REG3A/SMURF1/TRIM39/ACE/ACE2/USP44/UBE4B/AMFR/CLEC2A/NOX4/USP49/PPIL2/ESRRG/MYLIP/UBA1/PPARG/ARMS2/USP5/TRIM36/AGTR1/RNF128/S100A16/UBE2A/TRIM71/USP46/RNF8/USP22/GDI1/UBE2N/HUWE1/CAPRIN2/PPARGC1A/PDE8B/UBE2G1/SIPA1L1/UBTD2/OPHN1/UBE2L3/AGPS/SHBG/KMO/PPARD/DTX1/IKZF2/UBE2R2/RNF113A/UCHL1/USP13/BTG2/EXOSC10/CBLC/OVGP1/RNF2/MID2/USP38/DZIP3/UBQLN2/UBE2D1/ALOXE3/HBEGF/UCHL5/TRAF1/USP35/TRIM17/IKZF3/PAMR1/UBAP2L/TMEFF2/TRAF3/PTGS2/CD81/ACVR1/UBR5/TRIM9	0.841158841158841	1.0	0.902941066777994	AR/ARHGAP26/BCAR1/CD81/CYP19A1/DTX1/EDIL3/ESR1/ESRRB/ESRRG/GREM1/IKZF1/LNX1/MAP1A/NOX4/PAMR1/PELI2/PTGS2/PTP4A3/REG1A/RING1/RNF144A/RXFP3/SIPA1/TFF1/TRIM2/TRIM31/TRIM62/TRIM71/TRIM9/UBASH3B/UBD/UBE2I/USP44/USP10/TRIM17/UCHL1/KRT18/USP36/GPR50/TAL1/REG1B/SAE1/NEDD4L/TRIM36/TRAF5/TMEFF2/ACVRL1/SMURF1/TRIM27/PTP4A2/SVEP1/CYBA/UBE4B/PSCA/FBLN5/SIAH2/AGTR1/RNF130/RNF217/SQSTM1/UBE2H/NNMT/ZFP36L2/PPARG/YOD1/RAG1/AMFR/ARHGEF2/UBA7/PDE8B/REG3A/BNIP3/SIPA1L1/USP35/TRIM39/USP42/SERPINF1/ACE/ACVR1/ACE2/MFGE8/USP46/CLEC2A/ESR2/ESRRA/PPARGC1A/USP20/HBEGF/USP49/PPIL2/ALOXE3/NLRP6/MYLIP/UBA1/TRIM7/HUWE1/ARMS2/TNIP1/CAPN1/TRAF3/MIB2/USP5/UBE2D1/RNF128/S100A16/UBE2A/TRAF7/UBE2J2/USP13/RNF8/TRAIP/USP22/GDI1/UBE2N/NUB1/UBE2Q1/UBQLN2/CAPRIN2/MID2/UBE2L3/CBLC/UBE2G1/LGALS12/UBTD2/TMEFF1/OPHN1/AGPS/TRAF4/SHBG/KYNU/KMO/AGT/PPARD/TRAF1/IKZF2/UBE2R2/CDC34/RNF113A/BTG2/EXOSC10/RMND5B	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	18. Oncogenes / Tumor Suppressors	70	6052	33010	19	BCL11B,CADM1,CCDC80,DCC,DIRAS1,EXTL3,FER,FLI1,FYN,LZTS1,MYB,MYCL,MYEOV,NET1,ROS1,RUNX1,RUNX2,RUNX3,THPO	0.0447184522926613	0.223592261463307	0.295412914578792	1.0	71	19	0.738261738261738	0.995495495495495	0.915448487524404	69.0	BCL11B/CADM1/FLI1/FYN/RUNX3/LZTS1/DCC/RUNX1/CCDC80/THPO/RUNX2/LCK/EXTL3/ROS1/AKT1/FER/DIRAS1/ARAF/MYB/NET1/TRIM13/MAEA/MYEOV/MERTK/RRAS2/LCN2/STYK1/RET/MAFF/MPL/SRC	0.136863136863137	0.346719946719947	1.20121203626055	BCL11B/CADM1/DCC/FES/FLI1/FYN/KLF6/MAEA/RUNX3/LZTS1/RUNX2/EXTL3/LZTS2/TCL1A/RUNX1/LYPD1/MAFG/CCDC80/AKT1/MN1/MERTK/SSPN/ABL1/SRC/THPO/AXL/LCK/FER/TRIM13/DIRAS1/RET/MAP3K8/MAF/FGR	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	13. BMP / GDF Signaling	18	6052	33010	6	BMP2,BMP3,BMP6,BMPER,BMPR1B,ZMYND11	0.0955136028191219	0.398615387228653	0.17657568617217	1.0	19	7	0.0200361764367463	0.545454545454545	1.44319780509751	19.0	BMPER/BMP6/BMP2/GDF2/BMP10/BMP1/BMP15/BMPR1A/BMPR1B/BMP3/ZMYND11	0.0004374342296502	0.0083112503633554	1.863441728011	BMP2/BMP3/BMP4/BMP6/BMP7/BMPER/GDF6/GDF2/BMP1/BMPR1A/BMP10/BMP15/BMP8B/GDF5/BMPR1B	False	False	False	True
supervisor_arrays	SupervisorArrays	hypomethylated	18. Progeroid / Premature Aging	31	6052	33010	9	CUBN,FILIP1,FLNB,FLNC,GGACT,MTRR,PEBP4,TCN1,TMPO	0.0996538468071631	0.398615387228653	0.475153649665768	1.0	33	8	0.156843156843157	0.67965367965368	1.18160071793228	30.0	CUBN/FLNC/TCN1/NTNG2/FLNB/FILIP1/DDAH1/FLNA/MTRR/ATIC/PEBP4/NTNG1/TCN2/APEH	0.0632530120481928	0.240361445783133	1.37703969838397	CUBN/FILIP1/FLNC/LMNA/NTNG1/NTNG2/TCN1/DDAH1/FLNB/TCN2/PEBP4	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	13. TGF-beta Signaling	25	6052	33010	7	GFRA1,LRRC32,LTBP1,TAB2,TGFB2,TGFBI,TGFBRAP1	0.159619570400848	0.5586347692738	0.721893553461732	1.0	28	6	0.300699300699301	0.70324846356453	1.10175509720183	25.0	GFRA2/LTBP1/GFRA1/TGFB2/LRRC32/TGFBI/LTBP2/TGFBR3/TGFB1I1/LTBP4/CD109/TGFBR2/TGFBR1	0.0147638594044828	0.0701283321712935	1.51900561326519	GFRA2/TGFB2/TGFBR3/LTBP2/KLF11/TGFBI/TGFB1I1/LTBP1/GFRA1/LRRC32/LTBP4	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	14. PDGF Signaling	8	6052	33010	3	PDAP1,PDGFD,PDGFRA	0.16759043078214	0.5586347692738	0.660632621215789	1.0	8	2	0.447793326157158	0.831616177149008	1.01979460312248	8.0	PDGFD/PDGFRA	0.29806598407281	0.566325369738339	1.15465676832356	PDGFD/PDGFRA/PDGFRB/PDGFA	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	11. Metabolic Hormones	5	6052	33010	2	ADIPOR1,LEPR	0.228989536504451	0.704583189244464	0.23622646053822	1.0	5	2	0.432464454976303	0.831616177149008	1.02419489277103	5.0	ADIPOQ/LEPR/ADIPOR1	0.249056603773585	0.49811320754717	1.18831452650992	LEP/LEPR/ADIPOQ	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	17. TNF Superfamily	39	6052	33010	9	ADAM17,C1QL3,C1QTNF6,C1QTNF8,CD40,EDAR,TNFAIP6,TNFAIP8,TNFSF4	0.278090405936573	0.759375996116701	0.43219030281134	1.0	44	10	0.0609390609390609	0.545454545454545	1.25641262129938	40.0	EDAR/EDA2R/C1QTNF7/TNFSF4/C1QTNF4/TNFRSF1B/C1QTNF1/TNFAIP6/TNFAIP8/C1QL3/TNFRSF9/TNFSF11/TNFRSF19/C1QTNF6/TNFRSF4/CD40/C1QTNF5/CD70/TRAF2/ADAM17/C1QTNF8	0.0760760760760761	0.240907574240908	1.32825282887062	C1QL3/C1QTNF1/C1QTNF5/CD40/EDAR/TNFSF11/TNFSF13B/LTB/TNFRSF1B/CD70/C1QTNF4/EDA2R/TNFAIP8/C1QTNF7/TNFRSF19/TNFAIP3/TNFSF4/TNFAIP6/C1QL4/TNFRSF9/ABCF1/C1QTNF6/C1QTNF8/TNFRSF4/RELT/C1QTNF2/LTBR/TNFRSF1A/TRAF2/PTX3/ADAM17	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	06. Cellular Senescence / SASP	6	6052	33010	2	ATP13A3,CLDN1	0.30375039844668	0.759375996116701	0.602788602345509	1.0	6	1	0.997703788748565	1.0	0.467815833531519	6.0	CLDN1/GLB1/ATP13A3/TXN	0.830601092896175	1.0	-0.780457219557445	GLB1/LIMS1/ATP13A3/RSL1D1/TXN	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	10. FGF21-FGF23-Klotho Axis	6	6052	33010	2	FGF23,GBA3	0.30375039844668	0.759375996116701	0.255068516331142	1.0	6	2	0.30654420206659	0.70324846356453	1.12992276162876	6.0	FGF23/GBA3/KL/LCTL/FGF21	0.118437118437118	0.321472178615036	1.3348698519096	FGF23/GBA3/KL	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	12. Stem Cell Regulation	11	6052	33010	3	CCL23,DPPA2,IL1A	0.327406992216863	0.770369393451443	0.227525765981352	1.0	11	3	0.24612202688728	0.70324846356453	1.16103365734722	11.0	DPPA2/IL3/IL1A/CCL23/CCL24	0.352494577006508	0.637847329821299	1.10176299180706	CLEC11A/DPPA2/CD34/IL1A/IL3/CCL23/CCL24/CXCL2	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	16. Hedgehog Signaling	3	6052	33010	1	GLI1	0.455349918851537	1.0	0.601263467190712	1.0	3	1	0.286274509803922	0.70324846356453	1.13043182086294	3.0	GLI1/IHH	0.148876404494382	0.353581460674157	1.2589794418269	IHH/SHH	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	14. Neurotrophins	9	6052	33010	2	NGF,NTF3	0.511983379982193	1.0	0.821752596315987	1.0	11	2	0.261458333333333	0.70324846356453	1.15812178295572	10.0	NGF/NTF3/BDNF/NTRK1	0.0415300546448087	0.175349119611415	1.53424943591014	BDNF/NGF/NTF3/NTRK1/NGFR/NTRK2	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	05. DNA Damage & Repair	146	6052	33010	27	ADGRL2,ADGRL3,ALKBH1,BABAM2,CD44,CLU,KLK4,MAGI2,MDC1,MME,MMP10,MMP12,MMP16,MMP26,NPPB,OPA1,PARP1,PARP4,PHF11,RAD54B,RAD9A,SRRM4,ST14,TTC12,TTC6,XRCC1,XRCC2	0.513875160115928	1.0	0.879291481625433	1.0	145	25	0.999000999000999	1.0	0.737172750615176	138.0	MAGI2/MMP26/SRRM4/MMP16/CORIN/FAM20C/MME/RAD54B/MMP13/NPR1/ALKBH1/XRCC2/XRCC1/KLK4/ACOX3/MMP12/MATN2/PARP1/CLU/PARP12/PARP9/OPA1/MMP1/MDC1/CD44/BCCIP/PARP4/WWP2/MMP17/TNC/ST14/MATN4/MEPE/SRRM2/FREM1/SMARCA4/HLTF/SPG7/TTC12/MMP10/MMP3/REV1/MYL7/TTC7A/EFEMP1/MMP2/LYPD3/MMP11/PHF11/MMP8/PARVA/GADD45B/TTC33/MMP15/SMARCA2/PDRG1/NPPA/ATM/ECM1/MATN1/TMPRSS6/ATRIP/NPPB/TTC16/BRCA1/MMP14/XRCC3/TTC32/RUVBL1/IFIT2/ARID1A/IFT88/WDTC1/DPT/MMP7/XPC/FANCG/BRIP1/RAD1/DDB1/MMP20/TTC19/SMARCC1/XPA	0.981018981018981	1.0	0.723459340462351	CLU/CORIN/EFEMP1/FAM20C/MAGI2/MATN4/MME/MMP14/MMP26/MMP9/NPR1/SRRM4/TTC23/WWP2/XRCC3/ACOX3/MMP2/MMP16/TMPRSS6/COMP/SPG7/PARVA/NPPC/MMP25/SMARCD3/EFEMP2/RAD54B/MMP13/ARID1A/MATN2/FIS1/TTC7A/KLK4/NPPB/SRRM2/MMP17/ALKBH1/ST14/XRCC2/SMARCD2/XRCC1/MMP12/OPA1/MMP15/PARP1/PARP12/TNC/PARP9/SMARCA4/HLTF/MMP1/LYPD3/NPR2/MDC1/MYL7/PARP4/CD44/SMARCA2/ATN1/TTC12/BCCIP/FREM1	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	11. NAD+ Metabolism	4	6052	33010	1	NMNAT2	0.555214259479601	1.0	0.622987853745555	1.0	4	1	0.711442786069652	0.995495495495495	0.854574849150304	4.0	NMNAT2	0.811497326203209	1.0	0.785910765302711	NMNAT2	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	14. FGF Family	33	6052	33010	6	CEP43,FGF1,FGF12,FGF6,FGFR2,FRS2	0.579575627083374	1.0	0.664011096612625	1.0	35	7	0.0979020979020979	0.545454545454545	1.2275976778405	33.0	FGF13/FGF6/FGF1/FGFR3/FGF18/FGFR4/FGF12/FGF16/FGFBP1/FGF20/FGF9/FRS2/NUDT6/FGFR2/FGF2/FGF3	0.0011007915529108	0.0104575197526533	1.66867423839494	FGF10/FGF12/FGF13/FGF2/FGF3/FGF5/FGF6/FGFR1/FGF18/FGF1/FGF11/FGF4/FGF9/FGF20/FGF19/FGF8/FGFR3/FGFR4	False	False	False	True
supervisor_arrays	SupervisorArrays	hypomethylated	05. Epigenetic Regulators	11	6052	33010	2	HDAC1,HDAC4	0.626165770011196	1.0	0.748486414689361	1.0	13	2	0.89161554192229	1.0	0.710318261431424	13.0	HDAC4/HDAC8	0.983068783068783	1.0	0.518182344718703	HDAC4/HDAC8/HDAC1/KAT5/HDAC11/SIN3A/KAT2B/HDAC6/SIN3B/HDAC2	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	03. AMPK Pathway	5	6052	33010	1	NUAK1	0.636770440223388	1.0	0.658432853833362	1.0	5	1	0.742890995260663	0.995495495495495	0.831982738931455	5.0	NUAK1	0.728301886792453	1.0	0.822873780281679	NUAK1	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	02. Sirtuins	6	6052	33010	1	SIRT6	0.70337444857873	1.0	1.0	1.0	6	0	0.297709923664122	0.70324846356453	-1.08417492171177	6.0	SIRT6/SIRT2/SIRT4/SIRT5/SIRT1	0.0076022366769057	0.0412692848174881	-1.77486217111712	SIRT6/SIRT2/SIRT5/SIRT1/SIRT4	False	False	False	True
supervisor_arrays	SupervisorArrays	hypomethylated	04. Autophagy	14	6052	33010	2	ATG10,ATG5	0.756896527568681	1.0	0.971126158418651	1.0	15	1	0.894683026584867	1.0	0.706455658011886	13.0	ATG10/MAP1LC3A/ATG4A/ATG7/BECN1/ATG5/ATG12/AMBRA1/ATG4B	0.795767195767196	1.0	0.758911936562819	ATG7/MAP1LC3A/AMBRA1/ATG10/ATG4B/ATG2A	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	14. HGF Signaling	7	6052	33010	1	SPINT2	0.757767183919947	1.0	0.756848686722115	1.0	7	1	0.610864745011086	0.992655210643016	0.904632075250858	7.0	HGF/MET/HGFAC/SPINT2	0.924882629107981	1.0	0.61939883158352	HGF/MET/HGFAC/SPINT2	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	16. Notch Signaling	7	6052	33010	1	NOTCH4	0.757767183919947	1.0	0.861540370679799	1.0	7	1	0.443458980044346	0.831616177149008	1.02522241712002	7.0	NOTCH4	0.185446009389671	0.414526373929854	1.24951195812963	NOTCH4/NOTCH1/NOTCH3	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	07. Apoptosis	114	6052	33010	18	BCL2,BIRC8,BMF,BNIPL,CARD11,CD5L,COX7B2,LMTK2,MCL1,NLRP1,NOD1,NOD2,PAWR,PLEKHF2,PYCARD,SFRP1,TNFSF10,UQCRFS1	0.792864336883376	1.0	0.875764974619412	1.0	116	18	0.526473526473527	0.892715979672501	0.992442007593134	112.0	CARD11/CD5L/COX7B2/PLEKHF2/AATK/BMF/AIFM1/SFRP1/PDCD1/TNFRSF10A/LMTK2/TNFRSF21/TNFRSF25/UQCRFS1/MALT1/SFRP2/PYCARD/NOD2/DIABLO/CRADD/BCL2/BIRC8/MAP3K5/BNIPL/CARD18/PAWR/CASP8/COX7B/NLRC4/FAIM3/SFRP5/NAIF1/COX4I2/BCL2L1/BIRC7/STK17A/BIRC2/NOD1/CSRNP1/XIAP/NDUFA4/PDCD10/TNFRSF10C/CARD9/CASP7/BOK/BCL2L10/CASP4/NLRP1/CASP14/PCSK9/HIVEP1	0.97002997002997	1.0	0.73100711392612	CARD11/CD5L/COX7B2/PDCD1/SFRP1/SFRP2/SFRP5/TNFRSF10D/PLEKHF2/AATK/PYCARD/DAXX/NOD2/NOD1/COX4I2/BMF/LMTK2/AIFM1/COX7A1/CRADD/TNFRSF10A/BCL2/PCSK9/BIRC5/FAIM3/TNFRSF21/TNFRSF25/UQCRFS1/DIABLO/CARD9/CSRNP1/MALT1/FADD/NAIF1/CASP8/BCL2L2/TNFRSF10C/BIRC8/MAP3K5/BIRC2/BNIPL/TRADD/CARD18/PAWR/FAS/HIVEP1/COX7B/NLRC4/BIRC7/COX5A/TNFSF12/UQCRB/BCL2L1/NLRP1/CASP4/STK17A/COX6A2/BCL2L12/BOK/XIAP/NDUFA4/PDCD1LG2	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	16. Wnt Signaling	22	6052	33010	3	TPBG,WNT5B,WNT7A	0.795931291915825	1.0	0.941266438330934	1.0	22	3	0.0841683366733467	0.545454545454545	1.2795861420804	19.0	WNT7A/WNT11/WNT5B/WNT16/WNT9A/TPBG/WNT10B/WNT4/WNT7B/WNT3A/WNT5A/WNT2B/WNT8B	0.0008415766999574	0.0104575197526533	1.81808675415908	WNT1/WNT10A/WNT11/WNT16/WNT2/WNT3A/WNT7A/WNT7B/WNT5B/WNT9A/WIF1/WNT9B/WNT6/TPBG/WNT2B/WNT5A/WNT4	False	False	False	True
supervisor_arrays	SupervisorArrays	hypomethylated	03. mTOR Pathway	10	6052	33010	1	DEPTOR	0.868086723806346	1.0	0.670069269137676	1.0	11	2	0.284810126582278	0.70324846356453	-1.12359630011991	5.0	RICTOR/MTOR/FKBP3/MLST8	0.236714975845411	0.49811320754717	-1.17484776365135	MTOR/MAPKAP1/RICTOR/FKBP3	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	04. Heat Shock / Chaperones	47	6052	33010	6	DNAJB1,HSP90AB1,HSPA2,MESD,PACRG,TRAP1	0.884324648825722	1.0	0.987995885342373	1.0	49	4	0.852147852147852	1.0	0.838540644622868	43.0	PACRG/HSPA1L/HSPB8/TBCE/CRNN/HSPA2/BAG3/HSPB3	0.936936936936937	1.0	0.680457529936584	CRYAB/HSPB6/PACRG/HSPA2/HSF1/HSPA1L/HSPB8/HSPB9/TRAP1/TBCE/SERPINH1/CRNN/BAG3/CDC37/HSPB3/HSPA1A/HSF4/TBCB	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	08. Antioxidant / Oxidative Stress	54	6052	33010	7	GPX5,GSTP1,GSTZ1,HPGDS,PRDX1,TSTD1,TXNRD1	0.888467718200654	1.0	0.904724506957912	1.0	59	7	0.711288711288711	0.995495495495495	0.921555874236774	54.0	GPX5/PRDX1/TSTD1/GSTP1/TXNRD1/GSTZ1/GSS/SOD1/ABCC1/TYRP1/SOD3/ERP44/ESD/TXNL4A/GGT7/GSR/GSTM5/PRDX5/MGST2/HPGDS	0.916083916083916	1.0	0.742867196498121	GPX5/GPX7/GSTP1/TXNRD1/LTC4S/PRDX1/GSTM2/GPX3/SOD3/TSTD1/PTGDS/ABCC1/KEAP1/GPX1/GGT7/GSTZ1/GSS/SOD1/PRDX5/TYRP1/PDIA6/ERP44/ESD/TXNDC5/TXNL4A/GSR/GSTM5/PRDX6/MGST2/GPX2/HPGDS	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	06. Cell Cycle Regulators	121	6052	33010	17	ARPP21,BAIAP2,CCNA1,CCND1,CCND2,CDK6,CYFIP2,IGFBP7,KHDRBS1,LITAF,LYN,PAK2,PTGIS,RB1,RBBP4,RRM2B,SIGLEC16	0.913296296911282	1.0	0.995315814092736	1.0	128	16	0.963036963036963	1.0	0.832663972289909	122.0	BAIAP2/CCND1/CYFIP2/LYN/CCNA1/PLCZ1/NCOR2/CCND2/CDK6/SIGLEC16/PRDM2/PPP1R13B/CDKL5/KDM5B/PRNP/CDK16/PTGIS/CDK15/IGFBP7/CDK3/PAK6/ERP27/PAK3/PAK1/RBBP4/PAK2/CDK19/LITAF/CDK18/HCFC1/CDK11B/CDKN3/RAC1/RBL1/HERC5/BATF3/PCNA/KHDRBS1/DHRS2/MSH6/RRM2B/CCNE2/RAP1B/TP73/TP53/GAK/TP53BP1/CD151/MED1/RAC3/RB1/CCND3/CDKN1B/CDK8/EVPL/CCNF	0.953046953046953	1.0	0.772177238397152	BAIAP2/CCNA1/CCND1/CCND2/CDK5R2/CDK6/CYFIP2/IGFBP7/LYN/NCOR2/TP73/GAK/ZBTB7A/PRDM2/CDKN1C/EVPL/PLCZ1/PPP1R13B/CDKL5/PTGIS/CDKN2A/BATF3/SIGLEC16/CDK3/KDM5B/PAK6/CCND3/CDK5R1/CDKN1A/PAK2/ROCK2/PAK3/PAK1/PRNP/PAK4/CDK10/TP53/S100A6/HERC5/CDK16/CDK15/TP53I3/RAC1/LITAF/RB1/CDK18	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	04. Proteasome / Proteostasis	45	6052	33010	3	PSMB4,PSMD12,SEM1	0.993309053740661	1.0	0.99705183123349	1.0	45	2	1.0	1.0	0.422764499264494	45.0	PSMB8/PSMB9/PSMB4/PSMB7/PSMD8/HAUS7/PSMD9/PSMA8/PSMB2/PSMF1/ADRM1/PSMD5/PSMD6/PSMD12/PSMA1/PSMA2/PSMB6/PSME1					False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	08. Mitochondrial Function	243	6052	33010	30	ACSS3,AK2,ALDH1L2,ALDH2,CLYBL,COX10,DMGDH,DUT,ECI1,HIBADH,HMGCL,IDH3A,MCCC2,MDH2,MRPL23,MRPS22,MRPS36,MTFR1,MTHFD1L,NDUFA10,NDUFV2,NUDT13,PARL,PCCA,PGS1,SLC25A21,SUCLG2,TFB2M,TIMM10B,UCP2	0.995539150826002	1.0	0.999640262042898	1.0	261	25	1.0	1.0	0.584158087756987	225.0	MSRA/PCCA/MTHFD1L/CLYBL/SLC25A21/MDH2/SLC25A14/HMGCL/TMLHE/AK2/HIBADH/NUDT13/SUCLG2/PGS1/ACSS3/ALDH2/MTFR1/PINK1/AGXT2/MRPL24/SLC25A22/SLC25A18/MCCC2/ACOT9/PC/CA5B/MTUS1/MRPS25/DUT/SLC25A29/ALDH1L2/COX10/SLC25A19/OTC/ATP6AP2/MMAA/UCP3/CPS1/HADH/SYNJ2BP/GPD2/TIMM17B/ABAT/MRPS26/LARS2/UCP2/NARS2/AARS2/DMGDH/ECSIT/PARL/NDUFV2/ACSF2/BCKDK/TIMM8A/ALAS2/IDH3G/AKAP10/SSBP1/GHITM/COQ7/NDUFB11/PDHX/SLC25A2/BCKDHA/PDK1/NDUFS6/MTHFD2/GLUD2/DECR1/MRPL11/UCP1/HSD17B10/MRPL1/NDUFC1/PPIF/OXA1L/LACTB/SLC25A20/FASTKD5/TIMM17A/CHDH/ALDH6A1/MRPS36/OXCT1/NLN/PNPT1/ACADS/RHOT1/ECH1/ATPAF2/GLUD1/NNT/EXOG/ATP5D/MRPL37/PDHA1/POLG/ALDH5A1/MRPL15/MRPS22/CCDC90B/ACADL/NDUFA10/ACADSB/MRPS5/ENOSF1/GCDH/MRM1/CA5A/IDH2/NDUFS7/GOT2/IVD/KIAA0664/MSRB2/MRPS21/FPGS/CLPP/GCAT/NDUFS4/ME2/SCO1/HTRA2/NDUFAB1/CYP24A1/ACO2/MRPS10/PTPMT1/PDP2/SUCLG1/LIAS	1.0	1.0	0.356093585874215	ACADL/ALDH1L2/CLYBL/CYP24A1/MSRA/PC/UCP1/NDUFS2/ACSS3/PCCA/MTHFD1L/MRPS21/AADAT/SLC25A2/MTUS1/CA5B/PDK4/SLC25A22/CPT2/ALDH5A1/ABAT/PDK2/MRPL23/ACADS/MRM1/SLC25A21/ACSF2/MDH2/KIAA0664/MRPL44/BCKDK/SLC25A14/GPD2/HMGCL/SDHAF1/PGS1/TMLHE/LACTB/CA5A/AMT/AKAP10/SLC25A29/AK2/HIBADH/NUDT13/SUCLG2/DMGDH/ECSIT/ACADVL/SLC25A18/ALDH2/MTFR1/PINK1/AGXT2/PPIF/AARS2/MRPL24/MCCC2/ACOT9/MRPS25/LARS2/DUT/COX10/SLC25A19/NFU1/OTC/NNT/SLC25A20/ATP6AP2/IDH3G/ACAA2/MMAA/UCP3/CPS1/OXCT1/HADH/SYNJ2BP/TIMM17B/MRPS26/MRPS2/STOML2/NDUFS6/UCP2/HADHA/ERAL1/FDX1/PARL/PISD/NARS2/PITRM1/NDUFB11/MSRB2/PDPR/NDUFV2/GRPEL1/NLN/FPGS/NDUFS7/CHDH/TIMM8A/ALAS2/UQCRC1/SSBP1/GHITM/MRPS22/COQ7/NDUFV1/IVD/CCDC90B/SLC25A16/PCK2/AUH/NDUFS4/PDHX/MTHFD2/NDUFC1/TSPO/SDHAF2/VDAC1/SUCLA2/PTPMT1/BCKDHA/PDK1/VDAC2/GLUD2/DECR1/GCAT/NDUFA10/MRPL11/COQ9/ETHE1/TUFM/MRPL34/ATP5D/HSD17B10/ENOSF1/MRPL1/MRPL12/COQ2/MTRF1/OXA1L/CMC1/HADHB/PET117/POLG/FASTKD5/TIMM17A	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	01. Telomere Maintenance	14	6052	33010	0		1.0	1.0	1.0	1.0	14	0	0.34342042281517	0.744077582766202	-0.960261621222064	14.0	ICAM3/ICAM2/TERF1/ICAM1/POT1/ICAM4/PINX1/PTGES3/ICAM5/TEP1/SCYL1/C9orf78/TERF2	0.954973821989529	1.0	0.575531170878495	CXCL12/ICAM5/ICAM2/ICAM4/ICAM3/C9orf78	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	03. FOXO Pathway	2	6052	33010	0		1.0	1.0	0.999999999995618	1.0	1	0										False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	10. GDF Aging Biomarkers	2	6052	33010	0		1.0	1.0	1.0	1.0	3	0	0.666666666666667	0.995495495495495	0.880918958098549	2.0	GDF15	0.743922204213938	1.0	0.833250783307362	GDF15/GDF11	False	False	False	False
