comparison_collection	library	direction	term	n_genes	query_size	background_size	overlap_n	overlap_genes	p	adj_p	missmethyl_p	missmethyl_fdr	missmethyl_n_genes	missmethyl_de_genes	methylgsa_direction_p	methylgsa_direction_padj	methylgsa_direction_nes	methylgsa_size	methylgsa_direction_core	methylgsa_all_p	methylgsa_all_padj	methylgsa_all_nes	methylgsa_all_core	ora_significant	missmethyl_significant	methylgsa_direction_significant	methylgsa_all_significant
phase3_longevity	Longevity	hypomethylated	kegg_mtor_signaling	150	6052	33010	28	AKT3,ATP6V1C2,ATP6V1G1,DEPTOR,EIF4E,EIF4EBP1,FNIP2,GRB10,GRB2,IGF1,IGF1R,INSR,LPIN1,LRP5,PDPK1,PIK3CB,PIK3CD,PIK3R1,PRKCA,PRKCB,RPS6KA2,RPTOR,RRAGD,SOS2,STRADB,TBC1D7,WNT5B,WNT7A	0.4911945617034758	0.9285596317557796	0.987738001233943	0.996015921270153	154	24	0.81018981018981	0.999000999000999	0.915898022451783	143.0	GRB10/IGF1R/PRKCA/PRKCB/RPS6KA2/RPTOR/TNF/WNT7A/WNT11/ATP6V1C2/AKT3/WNT5B/PIK3CD/INSR/WNT16/WNT9A/GRB2/SEC13/LRP5/IKBKB/RRAGD/TSC2/ATP6V1B1/SLC7A5/IGF1/ATP6V1C1/AKT1/TBC1D7/ATP6V1G3/WNT10B/PRKCG/IRS1/WNT8A/RRAGB/EIF4E1B/PIK3R1/SLC3A2/PIK3CB/WNT4/ATP6V1E2/LPIN1/ATP6V1G1/EIF4EBP1/WNT7B/WNT3/WNT3A/STRADA/WNT5A/SGK1/PDPK1/STRADB/WNT2B/WNT8B/RPS6KA1/KRAS/FZD9/DVL1/FZD5/FZD6/INS/CAB39/CLIP1/FNIP2/CAB39L/LRP6/MAPKAP1/EIF4E/RPS6KB2/TELO2/PRR5	0.551448551448551	1.0	0.977410834357302	AKT3/FZD10/GRB10/IGF1R/LRP5/PIK3CD/PRKCA/PRKCB/PRKCG/RPS6KA2/RPTOR/SGK1/TNF/TSC2/WNT1/WNT10A/WNT11/WNT16/WNT2/WNT3A/WNT7A/FZD7/PRR5/WNT7B/WNT5B/ATP6V1C2/WNT9A/PIK3R1/AKT1/ATP6V1B1/ULK1/INSR/WNT9B/IGF1/GRB2/TELO2/FNIP2/RRAGD/SLC3A2/SEC13/WNT6/FZD9/ATP6V1B2/IKBKB/SESN2/WNT3/WNT2B/LRP6/WNT5A/WNT4/SLC7A5/PIK3CA/FZD5/WDR24/STK11/IRS1/LPIN1/AKT2/ATP6V1C1/FZD8/FLCN/TBC1D7/MAP2K2/WNT10B/CLIP1/ATP6V1G3/ULK2/CAB39L/WNT8A/PDPK1/MLST8/EIF4EBP1/TNFRSF1A/RRAGB/EIF4E1B/PIK3CB/DVL1/RPS6KA1/ATP6V1G2/ATP6V1E2/DVL3/DEPDC5/ATP6V1G1/INS/CAB39/WNT8B/DVL2/RPS6KA3/STRADA/NRAS/MAPK1/MTOR/STRADB/SLC38A9/BRAF/HRAS/MAP2K1/MAPKAP1/FZD4/KRAS/PTEN/FZD6	False	False	False	False
phase3_longevity	Longevity	hypomethylated	go_negative_regulation_stem_cell_differentiation	12	6052	33010	2	REST,TCF15	0.6749627050866804	0.9285596317557796	0.788332515025963	0.996015921270153	12	2	0.85005170630817	0.999000999000999	0.745102030784882	11.0	TCF15/REST/NOTCH1/HNRNPU/GSK3B/HES1	0.347161572052402	0.972052401746725	1.09891095141909	TCF15/NOTCH1/HES5/ZFP36L2	False	False	False	False
phase3_longevity	Longevity	hypomethylated	reactome_transcriptional_activation_mitochondrial_biogenesis	49	6052	33010	8	CAMK4,CHD9,MEF2C,MEF2D,NRF1,PPARGC1A,TBL1XR1,TFB2M	0.6982156589062679	0.9285596317557796	0.942919568180681	0.996015921270153	52	7	0.993006993006993	0.999000999000999	0.647117618044013	46.0	NCOA1/CAMK4/RXRA/MEF2C/NRF1/MEF2D/PPARGC1A/CRTC1/ACSS2/CRTC3/NCOA2/TBL1XR1/HCFC1/SSBP1/PPARA/SIRT3/POLRMT/GLUD2/ALAS1/TBL1X/GDNF	0.678321678321678	1.0	0.905281058693776	CREBBP/GDNF/MEF2C/CAMK4/MEF2D/CRTC1/RXRA/CHD9/NCOA1/SMARCD3/NCOR1/NCOA2/ESRRA/PPARGC1A/TBL1XR1/NRF1/LIN9/PPARGC1B/CRTC2/ACSS2/ALAS1/CRTC3/CARM1	False	False	False	False
phase3_longevity	Longevity	hypomethylated	reactome_mtor_signaling	40	6052	33010	6	EIF4E,EIF4EBP1,PRKAG2,RPTOR,RRAGD,STRADB	0.7671924027417643	0.9285596317557796	0.947048967181427	0.996015921270153	41	5	0.986013986013986	0.999000999000999	0.664002746045907	36.0	PRKAG2/RPTOR/RRAGD/TSC2/AKT1/RRAGB/EIF4G1/EIF4EBP1/STRADA/STRADB/CAB39/CAB39L/EIF4E/PRKAB1/PPM1A/PRKAA2/PRKAB2/RHEB/FKBP1A/PRKAG3/EEF2K	0.99000999000999	1.0	0.533804132430231	PRKAG2/RPTOR/TSC2/AKT1/EIF4G1/RRAGD/FKBP1A/EEF2K/STK11/AKT2/CAB39L/MLST8/EIF4EBP1/RRAGB/PRKAG3/CAB39/STRADA/MTOR/STRADB/SLC38A9	False	False	False	False
phase3_longevity	Longevity	hypomethylated	reactome_lkb1_ampk_mtor_energy_regulation	28	6052	33010	4	PRKAG2,RPTOR,RRAGD,STRADB	0.7816970020509926	0.9285596317557796	0.954461418524482	0.996015921270153	29	3	0.958041958041958	0.999000999000999	0.682813860304953	24.0	PRKAG2/RPTOR/RRAGD/TSC2/RRAGB/STRADA/STRADB/CAB39/CAB39L/PRKAB1/PPM1A/PRKAA2/PRKAB2	0.975733063700708	1.0	0.545362298902638	PRKAG2/RPTOR/TSC2	False	False	False	False
phase3_longevity	Longevity	hypomethylated	reactome_telomere_extension_by_telomerase	22	6052	33010	3	CCNA1,SHQ1,TERF2IP	0.7959312919158249	0.9285596317557796	0.955865233353312	0.996015921270153	23	2	0.848	0.999000999000999	0.794264067777624	22.0	TERT/CCNA1/DKC1/NHP2/SHQ1	0.947906026557712	1.0	0.600687913723917	CCNA1/TERT/DKC1/PIF1/RUVBL2/RTEL1/ANKRD28/NHP2/SHQ1/CDK2	False	False	False	False
phase3_longevity	Longevity	hypomethylated	reactome_mitochondrial_biogenesis	84	6052	33010	12	ATP5MG,CAMK4,CHCHD6,CHD9,MEF2C,MEF2D,MICOS10,NRF1,PPARGC1A,PRKAG2,TBL1XR1,TFB2M	0.8664580877955393	0.9285596317557796	0.996015921270153	0.996015921270153	89	9	0.987012987012987	0.999000999000999	0.708775768441927	66.0	PRKAG2/NCOA1/CAMK4/CHCHD6/RXRA/MEF2C/NRF1/IMMT/MEF2D/PPARGC1A/CRTC1/ACSS2/CRTC3/NCOA2/TBL1XR1/APOOL/APOO/CHCHD3/HCFC1/SAMM50/SSBP1/PPARA/SIRT3/POLRMT/GLUD2/ALAS1/TBL1X/PRKAB1/GDNF/PRKAA2/NCOA6/DNAJC11/PRKAB2/MAPK11/TFB1M	0.95004995004995	1.0	0.702297841616434	CREBBP/GDNF/MEF2C/PRKAG2/CAMK4/MEF2D/CRTC1/CHCHD6/RXRA/CHD9/NCOA1/SMARCD3/NCOR1/NCOA2/ESRRA/PPARGC1A/TBL1XR1/NRF1/DNAJC11/IMMT/LIN9/PPARGC1B/CRTC2/ACSS2/CHCHD3/ALAS1/CRTC3/CARM1/MAPK11/PRKAG3/HCFC1/SAMM50/TBL1X/APOOL	False	False	False	False
phase3_longevity	Longevity	hypomethylated	reactome_telomere_maintenance	85	6052	33010	11	CCNA1,CHTF18,H2BC17,H2BC5,LRIG1,POLR2B,PRIM1,RFC4,SHQ1,SLC19A1,TERF2IP	0.9285596317557796	0.9285596317557796	0.987671554474059	0.996015921270153	89	9	0.994005994005994	0.999000999000999	0.683617266321269	61.0	TERT/LRIG1/CCNA1/ATRX/DKC1/PRIM1/DNA2/RFC4/POLA1/NHP2/POLR2B/RFC2/SHQ1/DSCC1/SLC19A1/PRIM2/PCNA/CHTF18	1.0	1.0	0.425702006665279	CCNA1/TERT/LRIG1/DAXX/ATRX/DKC1/PIF1/DSCC1/PRIM1/POLD2/SLC19A1/POLR2A/DNA2/RUVBL2/RTEL1/ANKRD28/RFC4/POLA1/NHP2/POLR2B/RFC2/WRN	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	15. ECM / Skin Aging	86	6368	33010	38	ADAMTS2,ADAMTS3,COL11A1,COL11A2,COL12A1,COL14A1,COL1A1,COL1A2,COL23A1,COL25A1,COL26A1,COL3A1,COL4A1,COL4A2,COL5A2,COL6A2,COL8A2,COL9A3,COLGALT2,ELN,EMILIN1,EMILIN2,FLRT2,HAS1,ITGA5,ITGB1,LAMA1,LAMA2,LAMA4,LAMB1,LGALS3,LRFN1,LRFN5,MMRN2,P4HA2,TIMP2,TIMP3,TRIM46	1.19331143652464e-07	4.77324574609857e-06	0.0051880480328965	0.207521921315863	91	36	2.080868623126e-06	8.11538763019142e-05	1.46509250816017	88.0	ADAMTS2/COL11A1/COL11A2/COL14A1/COL1A2/COL23A1/COL25A1/COL4A1/COL9A3/ELN/EMILIN2/FLRT2/LAMA1/LRFN5/HAS1/TIMP2/COL5A2/COL19A1/LAMA4/EMILIN1/COL1A1/LAMA2/HAS3/ADAMTS3/COL7A1/MMRN2/LAMB1/COL2A1/STAB1/COL4A2/COL12A1/COL5A3/COL18A1/COL6A2/COL4A3/LRFN1/ITGA1/ITGA5/COL15A1/COL3A1/PCOLCE/SCARB1/ITGB1/LAMB2/COL5A1/COL4A6/TRIM46/LGALS3/PLOD2/COL8A1/PLOD1/P4HA2/LGALS1/COL6A1/FMOD/COL9A1/LRFN3/COL13A1/COL4A5/C1QTNF3/COL4A3BP/COL6A3/LAMA3	2.4358451976331e-07	9.25621175100578e-06	1.83688070490269	ADAMTS2/COL11A1/COL11A2/COL14A1/COL15A1/COL18A1/COL19A1/COL1A2/COL23A1/COL25A1/COL4A1/COL4A2/COL5A1/COL6A1/COL6A2/COL6A3/COL8A1/COL9A1/COL9A3/ELFN1/ELN/EMILIN2/FLRT2/HAS1/LAMA1/LAMA2/LAMB1/LRFN5/TIMP2/EMILIN1/MMRN2/COL13A1/COL5A2/PCOLCE/COL1A1/LAMA4/HAS3/COL5A3/ADAMTS3/COL7A1/COL2A1/ITGA1/STAB1/COL12A1/MARCO/COL4A3/FN1/SCARB1/LGALS3/LRFN1/FCN2/ITGA5/ITGB1/PLOD2/LAMC1	True	False	True	True
supervisor_arrays	SupervisorArrays	hypermethylated	18. Oncogenes / Tumor Suppressors	70	6368	33010	30	ABL1,BCL11B,BRAF,CSF1R,DCC,EXTL3,FER,FES,FGR,FLI1,FYN,HEXB,KLF6,LYPD1,LZTS2,MAEA,MAF,MAFF,MAFG,MAP3K8,MERTK,MN1,RET,RUNX1,RUNX2,RUNX3,SRC,SSPN,TCL1A,TRIM13	5.31149665078554e-06	0.0001062299330157	0.0779604857605933	0.403114185838018	71	26	0.035964035964036	0.22880610149604	1.20402214839942	69.0	BCL11B/DCC/FES/FLI1/KLF6/MAEA/RUNX3/LZTS2/TCL1A/LYPD1/MAFG/EXTL3/MN1/MERTK/RUNX2/SSPN/ABL1/AXL/AKT1/FYN/SRC/MAP3K8/MAF/CCDC80/FGR/DIRAS1/TRIM13/FER/RUNX1/MAFB/LCK/MAFF/RET/DCUN1D1/CSF1R/CTTN	0.136863136863137	0.346719946719947	1.20121203626055	BCL11B/CADM1/DCC/FES/FLI1/FYN/KLF6/MAEA/RUNX3/LZTS1/RUNX2/EXTL3/LZTS2/TCL1A/RUNX1/LYPD1/MAFG/CCDC80/AKT1/MN1/MERTK/SSPN/ABL1/SRC/THPO/AXL/LCK/FER/TRIM13/DIRAS1/RET/MAP3K8/MAF/FGR	True	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	13. TGF-beta Signaling	25	6368	33010	13	EIF3I,GFRA2,KLF11,LEFTY2,LTBP1,LTBP2,LTBP4,TGFB1I1,TGFB2,TGFBI,TGFBR1,TGFBR2,TGFBR3	0.0002523153216136	0.0033642042881826	0.0347758644577716	0.403114185838018	28	13	0.0739260739260739	0.269185360094451	1.25410676884084	25.0	GFRA2/TGFB2/TGFBR3/KLF11/TGFB1I1/LTBP2/LTBP4/LRRC32/TGFBI/GFRA1/TGFBR2/TGFBR1/TBRG4/MAP3K7IP1/LEFTY2/TGFB1/KLF10/TSC22D1	0.0147638594044828	0.0701283321712935	1.51900561326519	GFRA2/TGFB2/TGFBR3/LTBP2/KLF11/TGFBI/TGFB1I1/LTBP1/GFRA1/LRRC32/LTBP4	True	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	09. IGF / Insulin Signaling	20	6368	33010	11	CCN1,IGF1,IGF2,IGF2BP1,IGF2BP2,IGF2BP3,IGF2R,IGFBP3,IGFBP4,IGFBP6,PAPPA	0.0004045102346609	0.0040451023466097	0.0138497887334061	0.276995774668122	20	11	0.0131168696081794	0.170519304906333	1.41791045562786	17.0	IGF2BP1/IGF2BP3/IGFBP3/PAPPA/IGFBP5/IGFBP6/IGFBP4/IGFBP2/IGF2BP2/IGF1/IGF2R	0.004426167492058	0.0280323941163676	1.68287095956767	IGF1R/IGF2BP1/IGF2BP3/IGFBP3/PAPPA/IGF2BP2/IGFALS/IGFBP5/IGF1/IGFBP6/IGFBP4	True	False	False	True
supervisor_arrays	SupervisorArrays	hypermethylated	14. PDGF Signaling	8	6368	33010	6	PDGFA,PDGFD,PDGFRA,PDGFRB,PDGFRL,TCF20	0.0010045382309185	0.0077313941337273	0.0613952183229247	0.403114185838018	8	5	0.239406779661017	0.491413916146298	1.17138298509772	8.0	PDGFRA/PDGFRB/PDGFD/PDGFA/PDAP1/PDGFB/PDGFRL	0.29806598407281	0.566325369738339	1.15465676832356	PDGFD/PDGFRA/PDGFRB/PDGFA	True	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	16. Wnt Signaling	22	6368	33010	11	CCN4,WIF1,WNT1,WNT10A,WNT11,WNT16,WNT2,WNT3A,WNT5B,WNT7B,WNT9B	0.0011597091200591	0.0077313941337273	0.105078617451124	0.420314469804497	22	10	0.0123426079218053	0.170519304906333	1.42582090868388	19.0	WNT1/WNT10A/WNT16/WNT2/WNT3A/WNT7A/WIF1/WNT7B/WNT9B/WNT6/WNT2B/WNT5B/WNT9A	0.0008415766999574	0.0104575197526533	1.81808675415908	WNT1/WNT10A/WNT11/WNT16/WNT2/WNT3A/WNT7A/WNT7B/WNT5B/WNT9A/WIF1/WNT9B/WNT6/TPBG/WNT2B/WNT5A/WNT4	True	False	False	True
supervisor_arrays	SupervisorArrays	hypermethylated	14. EGF / EGFR Signaling	30	6368	33010	13	CELSR3,CLEC14A,DNER,EGFR,EPS8,EPS8L2,ERBB4,ERRFI1,LRP4,MEGF10,NRG1,NRG2,PEAR1	0.0022127794049698	0.0125991905581877	0.138411547584994	0.49921765819791	30	12	0.0759240759240759	0.269185360094451	1.23494223321704	29.0	CELSR3/EGFR/LRP4/MEGF10/NRG1/NRG2/SLIT3/CLEC14A/EPS8L2/DNER/NRG3/PEAR1/CELSR2/ERBB2/ERRFI1/EPS15/EGFL7/EPS8/DLK2/GRB7/TOB2	0.0018778063792497	0.0142713284822979	1.6909246920913	CELSR3/DNER/EGFR/LRP4/MEGF10/NRG1/NRG2/NRG3/SLIT3/CLEC14A/EPS8L2/ERBB2/EPS8/ERBB4/CELSR2/GRB7/EGF/ERBB3/PEAR1	True	False	False	True
supervisor_arrays	SupervisorArrays	hypermethylated	14. Neurotrophins	9	6368	33010	6	BDNF,EGR1,NGF,NGFR,NTF3,NTRK1	0.0025198381116375	0.0125991905581877	0.0907006918135541	0.403114185838018	11	6	0.0410677618069815	0.22880610149604	1.41929155287767	10.0	BDNF/NTF3/NTRK1/NGFR/NGF/NTRK2	0.0415300546448087	0.175349119611415	1.53424943591014	BDNF/NGF/NTF3/NTRK1/NGFR/NTRK2	True	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	14. FGF Family	33	6368	33010	13	FGF1,FGF11,FGF12,FGF18,FGF19,FGF2,FGF22,FGF3,FGF5,FGF8,FGF9,FGFR1,TNFRSF12A	0.0059589141995815	0.0264840631092512	0.162245738914321	0.49921765819791	35	12	0.04995004995005	0.243506493506494	1.26495335412557	33.0	FGF10/FGF12/FGF2/FGF3/FGF5/FGFR1/FGF4/FGF11/FGF9/FGF19/FGF8/FGF18/FGF20/FGFRL1/FGF1/FGF17/FGF22	0.0011007915529108	0.0104575197526533	1.66867423839494	FGF10/FGF12/FGF13/FGF2/FGF3/FGF5/FGF6/FGFR1/FGF18/FGF1/FGF11/FGF4/FGF9/FGF20/FGF19/FGF8/FGFR3/FGFR4	True	False	False	True
supervisor_arrays	SupervisorArrays	hypermethylated	13. BMP / GDF Signaling	18	6368	33010	8	BMP2,BMP4,BMP6,BMP7,BMPER,BMPR1A,GDF5,GDF6	0.0131095580950541	0.0524382323802165	0.161335127299404	0.49921765819791	19	8	0.0190940415993888	0.186166905594041	1.38279691754382	19.0	BMP2/BMP4/BMP7/GDF6/BMP3/BMP6/BMPER/GDF5/BMP8B/BMP1/BMP8A/BMPR1A	0.0004374342296502	0.0083112503633554	1.863441728011	BMP2/BMP3/BMP4/BMP6/BMP7/BMPER/GDF6/GDF2/BMP1/BMPR1A/BMP10/BMP15/BMP8B/GDF5/BMPR1B	False	False	False	True
supervisor_arrays	SupervisorArrays	hypermethylated	17. TNF Superfamily	39	6368	33010	13	C1QL3,C1QL4,C1QTNF1,C1QTNF4,C1QTNF5,CD40,ERAP1,PTX3,TNFAIP3,TNFRSF19,TNFRSF1B,TNFSF11,TNFSF13B	0.0270243223325327	0.0980824475178436	0.185123460663803	0.528924173325151	44	13	0.106893106893107	0.338394793926247	1.18662701443549	40.0	CD40/TNFSF11/TNFSF13B/C1QTNF1/C1QL3/LTB/C1QTNF5/CD70/TNFRSF1B/TNFAIP3/C1QTNF4/C1QL4/ABCF1/TNFRSF19/TNFAIP8/LTBR/TNFRSF1A/PTX3/TNFAIP1/RELT/ERAP1/C1QTNF8/C1QTNF2	0.0760760760760761	0.240907574240908	1.32825282887062	C1QL3/C1QTNF1/C1QTNF5/CD40/EDAR/TNFSF11/TNFSF13B/LTB/TNFRSF1B/CD70/C1QTNF4/EDA2R/TNFAIP8/C1QTNF7/TNFRSF19/TNFAIP3/TNFSF4/TNFAIP6/C1QL4/TNFRSF9/ABCF1/C1QTNF6/C1QTNF8/TNFRSF4/RELT/C1QTNF2/LTBR/TNFRSF1A/TRAF2/PTX3/ADAM17	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	16. Notch Signaling	7	6368	33010	4	NOTCH1,NOTCH3,NOTCH4,NRARP	0.0294247342553531	0.0980824475178436	0.0820362382618892	0.403114185838018	7	4	0.170281995661605	0.442733188720174	1.24026463524947	7.0	NOTCH4/NOTCH1/NOTCH3/NRARP/NOTCH2	0.185446009389671	0.414526373929854	1.24951195812963	NOTCH4/NOTCH1/NOTCH3	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	06. Cell Cycle Regulators	121	6368	33010	30	ARPC5,ARPP21,BAIAP2,CCNA1,CCND2,CCND3,CDK15,CDK5R1,CDK5R2,CDK6,CDKN1A,CDKN1C,CDKN2A,GAK,HERC5,IGFBP7,LITAF,LYN,NCOR2,PAK1,PAK5,PRDM2,PTGIS,RAC1,RB1,RBBP4,TP73,UBE2D2,WARS1,ZBTB7A	0.0805968751838699	0.222586446159789	0.769138942122479	1.0	128	28	0.972027972027972	1.0	0.833948813641151	122.0	CCNA1/CCND2/CDK5R2/IGFBP7/NCOR2/TP73/ZBTB7A/CDK6/GAK/LYN/CDKN1C/BAIAP2/EVPL/CDKN2A/CCND3/CDK5R1/PTGIS/CDKN1A/PRDM2/ROCK2/PAK4/CDK10/S100A6/BATF3/TP53I3/HERC5/TP53/CCNO/PAK1/RB1/CDK4/CDK3/CDK2/CDKL5/PAK6/ARPC5/RAC1/PAK2/CCNF/PRNP/ENPEP/CDK18/CACYBP/RAP1A/LITAF/PPP1R13B/RAC2/USP16/PAK3/DCTN6/PTGES/TP53RK/SUPT5H/CDK9/AQR/HRAS/CDKN1B/CIDEC/ANXA11/CCNT1	0.953046953046953	1.0	0.772177238397152	BAIAP2/CCNA1/CCND1/CCND2/CDK5R2/CDK6/CYFIP2/IGFBP7/LYN/NCOR2/TP73/GAK/ZBTB7A/PRDM2/CDKN1C/EVPL/PLCZ1/PPP1R13B/CDKL5/PTGIS/CDKN2A/BATF3/SIGLEC16/CDK3/KDM5B/PAK6/CCND3/CDK5R1/CDKN1A/PAK2/ROCK2/PAK3/PAK1/PRNP/PAK4/CDK10/TP53/S100A6/HERC5/CDK16/CDK15/TP53I3/RAC1/LITAF/RB1/CDK18	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	19. Other Longevity-Related	291	6368	33010	66	ACVR1,ACVRL1,AGTR1,AKR1C3,ALOXE3,ARHGAP26,ARHGEF2,BCAR1,BNIP3,CAPN1,CD81,CERS6,DTX1,EDIL3,EOGT,ESR2,ESRRB,ESRRG,EXOSC7,GPER1,GREM1,IKZF1,KYNU,LNX1,MAP1A,MFGE8,MIB2,NLRP6,NNMT,NOX4,PAMR1,PELI2,PTGS2,PTP4A2,PTP4A3,RING1,RNF144A,RNF4,RXFP3,SIPA1,SIPA1L1,SUMO3,TAL1,TMEFF1,TMEFF2,TRAF3,TRAF7,TRIM17,TRIM2,TRIM36,TRIM38,TRIM62,TRIM7,TRIM71,TRIM9,UBA7,UBE2I,UBE2J2,UBE2Q1,UCHL1,USP13,USP14,USP32,USP42,USP44,YOD1	0.083125436613971	0.222586446159789	0.960702401026901	1.0	309	59	0.974025974025974	1.0	0.885253057549693	294.0	BCAR1/CD81/EDIL3/ESRRG/GREM1/IKZF1/MAP1A/NOX4/PTGS2/RING1/RXFP3/SIPA1/TRIM71/TRIM9/UBE2I/USP44/PAMR1/DTX1/TRIM17/TMEFF2/PELI2/ACVRL1/TAL1/SVEP1/TRIM31/TRIM2/UCHL1/CYBA/SQSTM1/NNMT/ZFP36L2/SMURF1/YOD1/ARHGEF2/TRIM36/RNF144A/UBA7/BNIP3/USP42/SERPINF1/TRIM62/PDE8B/FBLN5/MFGE8/NEDD4L/ESRRA/ACVR1/NLRP6/TNIP1/CAPN1/ESRRB/ESR2/PPARG/TRIM7/AGTR1/USP36/TRIM39/TRAIP/MIB2/UBE2J2/NUB1/USP35/UBE2Q1/CYP19A1/USP20/HBEGF/UBE4B/TRAF7/TMEFF1/ALOXE3/TRAF4/SIPA1L1/LNX1/AMFR/CDC34/UBASH3B/TRAF3/TRIM56/UBA1/TRIM27/UBE2L3/MCFD2/UBE2V1/SULT1E1/USP14/CSPG5/TRIM38/PPARGC1A/SUMO3/ARHGAP26/RMND5B/GPR50/RNF26/NAB2/UBE2D1/UBE2F/NENF/UBQLN2/PIAS4/OTUB2/PTGS1/HUWE1/AGT/LGALS12/RNF41/USP46/TRIM63/PDS5A/ACE/USP13/HERPUD1/EXOSC2/KYNU/ZMYM2/EXOSC7/UBE4A/RNF130/UBE2G1/RNF4/RAD18/TRIM5/NPDC1/USP12/NEDD4/KCTD13/TRPC4AP/MID2/DZIP3/STUB1/PPARD/UEVLD/USP10/UBAP1/CAPRIN1/RNF6/UBE3A/MKI67	0.841158841158841	1.0	0.902941066777994	AR/ARHGAP26/BCAR1/CD81/CYP19A1/DTX1/EDIL3/ESR1/ESRRB/ESRRG/GREM1/IKZF1/LNX1/MAP1A/NOX4/PAMR1/PELI2/PTGS2/PTP4A3/REG1A/RING1/RNF144A/RXFP3/SIPA1/TFF1/TRIM2/TRIM31/TRIM62/TRIM71/TRIM9/UBASH3B/UBD/UBE2I/USP44/USP10/TRIM17/UCHL1/KRT18/USP36/GPR50/TAL1/REG1B/SAE1/NEDD4L/TRIM36/TRAF5/TMEFF2/ACVRL1/SMURF1/TRIM27/PTP4A2/SVEP1/CYBA/UBE4B/PSCA/FBLN5/SIAH2/AGTR1/RNF130/RNF217/SQSTM1/UBE2H/NNMT/ZFP36L2/PPARG/YOD1/RAG1/AMFR/ARHGEF2/UBA7/PDE8B/REG3A/BNIP3/SIPA1L1/USP35/TRIM39/USP42/SERPINF1/ACE/ACVR1/ACE2/MFGE8/USP46/CLEC2A/ESR2/ESRRA/PPARGC1A/USP20/HBEGF/USP49/PPIL2/ALOXE3/NLRP6/MYLIP/UBA1/TRIM7/HUWE1/ARMS2/TNIP1/CAPN1/TRAF3/MIB2/USP5/UBE2D1/RNF128/S100A16/UBE2A/TRAF7/UBE2J2/USP13/RNF8/TRAIP/USP22/GDI1/UBE2N/NUB1/UBE2Q1/UBQLN2/CAPRIN2/MID2/UBE2L3/CBLC/UBE2G1/LGALS12/UBTD2/TMEFF1/OPHN1/AGPS/TRAF4/SHBG/KYNU/KMO/AGT/PPARD/TRAF1/IKZF2/UBE2R2/CDC34/RNF113A/BTG2/EXOSC10/RMND5B	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	08. Antioxidant / Oxidative Stress	54	6368	33010	15	ABCC1,GPX3,GPX7,GSS,GSTM2,GSTM5,GSTP1,KEAP1,LTC4S,MGST2,PTGDS,SOD2,SOD3,TXNRD1,TXNRD2	0.0834699173099208	0.222586446159789	0.306018600724955	0.683319382518757	59	13	0.899100899100899	1.0	0.840145210508565	54.0	GPX7/GSTP1/TXNRD1/LTC4S/GSTM2/GPX3/SOD3/PTGDS/KEAP1/GPX1/ABCC1/PDIA6/GGT7/TXNIP/GSS/GSTZ1/TXNDC5/PRDX5/TXNRD2/GSTM5/PRDX6/GSTM3/ADH5/TXNDC17/GPX4/PRDX1/GSTK1/GGT5/MGST1/GSR/GSTM1	0.916083916083916	1.0	0.742867196498121	GPX5/GPX7/GSTP1/TXNRD1/LTC4S/PRDX1/GSTM2/GPX3/SOD3/TSTD1/PTGDS/ABCC1/KEAP1/GPX1/GGT7/GSTZ1/GSS/SOD1/PRDX5/TYRP1/PDIA6/ERP44/ESD/TXNDC5/TXNL4A/GSR/GSTM5/PRDX6/MGST2/GPX2/HPGDS	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	10. FGF21-FGF23-Klotho Axis	6	6368	33010	3	KL,KLB,LCTL	0.0903449808627316	0.225862452156829	0.0496276663607591	0.403114185838018	6	3	0.669282511210762	1.0	0.878833641312105	6.0	KL/LCTL/KLB	0.118437118437118	0.321472178615036	1.3348698519096	FGF23/GBA3/KL	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	16. Hedgehog Signaling	3	6368	33010	2	IHH,SHH	0.0972772616551549	0.228887674482717	0.25270565757188	0.673881753525014	3	2	0.0694087403598972	0.269185360094451	1.36491799059654	3.0	IHH/SHH	0.148876404494382	0.353581460674157	1.2589794418269	IHH/SHH	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	01. Telomere Maintenance	14	6368	33010	5	ICAM2,ICAM4,ICAM5,PINX1,TERF2	0.115032926115456	0.255628724701012	0.307493722133441	0.683319382518757	14	4	0.500505561172902	0.887259858442872	0.994599042533945	14.0	ICAM5/CXCL12/ICAM2/ICAM4/C9orf78/PINX1/ICAM3/ICAM1/SCYL1/TERF2	0.954973821989529	1.0	0.575531170878495	CXCL12/ICAM5/ICAM2/ICAM4/ICAM3/C9orf78	False	False	False	False
