gene	direction	n_probes	max_abs_delta_beta	min_fdr
STON1-GTF2A1L	hypermethylated	4	0.3383973369971023	8.01852536429261e-101
STOX2	hypermethylated	1	0.2107948354187107	6.446130430717574e-78
STPG4	hypermethylated	1	0.2015739924274373	3.875438347153246e-74
STRA6	hypermethylated	1	0.2168938703165471	1.841783651194431e-55
STRA6LP	hypermethylated	2	0.2651946203427774	1.5509537204186082e-72
STRADA	hypermethylated	3	0.3011560075756332	2.773544543401698e-69
STRIP1	hypermethylated	4	0.3232047782151288	9.365055028889096e-91
STT3B	hypermethylated	1	0.2868928103256401	1.0083616262366367e-68
STX11	hypermethylated	1	0.2489105739487345	6.409793231441007e-35
STX12	hypermethylated	1	0.2292364863890963	3.6745646761116856e-23
STX1B	hypermethylated	1	0.3221440447661512	5.847733644525258e-60
STXBP1	hypermethylated	1	0.2192961883614526	9.70514853539948e-47
STXBP5L	hypermethylated	3	0.4843026896633168	2.8465681469165472e-87
STXBP6	hypermethylated	2	0.2118061040802501	1.3983236990400923e-122
SUFU	hypermethylated	2	0.2522699234593669	1.0519762249765028e-104
SULF1	hypermethylated	2	0.2567027970232401	4.8684210211857606e-114
SULT1B1	hypermethylated	1	0.3593481232543284	4.219864313461053e-64
SULT1C4	hypermethylated	1	0.2665926659216757	4.6231210069621104e-33
SULT1E1	hypermethylated	1	0.3103880419117244	4.587053661206068e-65
SUMO3	hypermethylated	1	0.3110149035530564	7.31568131132958e-19
SUN1	hypermethylated	1	0.2113802348116581	5.058572632650946e-10
SUSD1	hypermethylated	1	0.3817383287464617	2.2331909455454512e-26
SUSD5	hypermethylated	2	0.2285607478640591	1.1809646742467152e-138
SV2A	hypermethylated	3	0.2423932159411697	2.717909109531176e-138
SV2C	hypermethylated	5	0.3133102928921257	3.1587914404384414e-156
SVBP	hypermethylated	1	0.2006894451864602	8.959019582514658e-70
SVIL	hypermethylated	3	0.2309580414907378	3.329681893334386e-117
SYCE1	hypermethylated	1	0.2409709585527576	1.9676107482934787e-36
SYCN	hypermethylated	3	0.3212932149053889	9.92981979483527e-102
SYCP1	hypermethylated	6	0.400078868857919	1.6488257909265554e-175
SYCP2L	hypermethylated	3	0.2455414580023566	1.5045672848525503e-120
SYDE1	hypermethylated	2	0.2858962805123518	6.3249449966472485e-90
SYMPK	hypermethylated	1	0.2262154402577418	8.629808593883595e-28
SYN1	hypermethylated	1	0.2115252237261403	4.961715132687632e-71
SYN2	hypermethylated	5	0.3551881043325273	1.6217129834006873e-167
SYN3	hypermethylated	4	0.2713674395040908	2.2106336053428395e-94
SYNC	hypermethylated	1	0.3661645779213646	6.274609915935315e-66
SYNDIG1	hypermethylated	8	0.3296012244888964	9.26501175662555e-133
SYNDIG1L	hypermethylated	5	0.3450336298942006	7.805435769592587e-168
SYNE1	hypermethylated	6	0.2818876868039954	5.112291106391762e-87
SYNE1-AS1	hypermethylated	4	0.2818876868039954	5.112291106391762e-87
SYNE2	hypermethylated	3	0.3124871301103205	1.2886857065889251e-92
SYNGR3	hypermethylated	7	0.3446855042024153	7.567884998856331e-151
SYNJ2	hypermethylated	2	0.3187232596688707	6.48489597894184e-47
SYNM	hypermethylated	1	0.2002173242085837	1.327722253771696e-40
SYNPO	hypermethylated	4	0.3440210003151558	5.2673674544753386e-102
SYNPO2	hypermethylated	1	0.205917103321982	3.7388408863559e-34
SYNPO2L	hypermethylated	3	0.4347915947223655	1.9790370018159295e-169
SYNPR	hypermethylated	6	0.2751072444187654	1.1554706495982895e-161
SYT10	hypermethylated	2	0.2060151579003205	1.970400803704343e-92
SYT14	hypermethylated	2	0.3113925801141096	9.819066119695576e-104
SYT3	hypermethylated	1	0.2750222787826355	6.43685676776943e-90
SYT5	hypermethylated	1	0.2021750878248547	5.134250642130255e-91
SYT6	hypermethylated	5	0.3711706820048508	1.9648966061792983e-188
SYTL3	hypermethylated	2	0.2243266082458505	8.860511092892743e-39
SZT2	hypermethylated	1	0.2151216099296947	1.5145178788632562e-66
TAB1	hypermethylated	1	0.3245776379931367	1.5586790058550033e-91
TAC1	hypermethylated	6	0.4376865106697386	1.5231567347462457e-137
TACC1	hypermethylated	7	0.3935869183123178	2.345814709168849e-131
TACC2	hypermethylated	8	0.2726549098618045	9.012019165433208e-72
TACR2	hypermethylated	1	0.21270041346623	1.659666317049116e-85
TACR3	hypermethylated	1	0.2118574967498005	1.8285571230964737e-59
TAF15	hypermethylated	3	0.2337895169885449	3.3844655330286805e-111
TAF7	hypermethylated	3	0.2937575275768371	3.345587660323363e-54
TAF7L	hypermethylated	1	0.2480744640304242	3.92395368158519e-27
TAFA1	hypermethylated	3	0.3366482376881186	8.114226591549982e-155
TAFA2	hypermethylated	4	0.3161055823425335	5.6489476902500925e-155
TAFA3	hypermethylated	5	0.2802251503095826	7.135190168620817e-106
TAFA4	hypermethylated	1	0.20814202113253	2.728520659103493e-98
TAFA5	hypermethylated	3	0.264393639517593	2.1782707094071548e-98
TAGLN	hypermethylated	5	0.2754207588561823	1.1509334466479013e-59
TAL1	hypermethylated	12	0.4696381174758441	7.444592189673106e-131
TAMALIN	hypermethylated	8	0.4214225086206341	4.1249114362495953e-112
TANGO6	hypermethylated	1	0.2519577580477041	4.8803958619957795e-50
TANK	hypermethylated	2	0.2573415727640329	9.481673671590632e-27
TANK-AS1	hypermethylated	2	0.2573415727640329	9.481673671590632e-27
TAOK3	hypermethylated	1	0.3171276867778876	4.025785496228828e-88
TARID	hypermethylated	3	0.2750522416096027	2.9270263803791023e-120
TAS1R1	hypermethylated	2	0.2415766082039383	1.773392120941708e-95
TATDN2	hypermethylated	1	0.3299262548230358	2.0822232643625035e-93
TBC1D1	hypermethylated	3	0.2908690416599101	4.338596596252008e-105
TBC1D16	hypermethylated	1	0.2392982078107868	6.540674271584197e-70
TBC1D20	hypermethylated	2	0.2843645771912632	3.9114836855921195e-104
TBC1D23	hypermethylated	4	0.3686679085272325	2.968934298058879e-123
TBC1D24	hypermethylated	1	0.2595896436935473	4.764827000278782e-84
TBC1D30	hypermethylated	1	0.2180388470994425	1.065658311993706e-60
TBC1D4	hypermethylated	1	0.2830766392970128	2.24243680242178e-75
TBCA	hypermethylated	8	0.2903693240849076	3.473623217658761e-124
TBCD	hypermethylated	7	0.4631830168417878	4.520194105715786e-85
TBKBP1	hypermethylated	3	0.3833560146130082	1.457020383719076e-75
TBPL2	hypermethylated	1	0.3134605263732109	4.251498683651195e-37
TBR1	hypermethylated	7	0.4831598377514541	6.502507913224789e-169
TBX1	hypermethylated	1	0.210104555523546	2.2335437777028543e-55
TBX15	hypermethylated	24	0.4121821059195257	4.131610510178824e-179
TBX18	hypermethylated	11	0.3714982723082605	8.044739034555036e-169
TBX2	hypermethylated	3	0.2940947552205048	1.7926794600335775e-98
TBX2-AS1	hypermethylated	4	0.2940947552205048	1.7926794600335775e-98
TBX20	hypermethylated	10	0.4155143193013784	2.452151109838304e-130
TBX21	hypermethylated	6	0.2738536941262032	6.0422815038803406e-127
TBX4	hypermethylated	14	0.3946700812750241	1.4864139676736258e-75
TBX5	hypermethylated	4	0.2476664351963413	1.816486933598446e-133
TBX5-AS1	hypermethylated	4	0.2476664351963413	1.816486933598446e-133
TBXT	hypermethylated	15	0.4848058743901235	5.337369129151029e-169
TCAF1	hypermethylated	2	0.3221634037543746	6.077853669347115e-38
TCEA2	hypermethylated	5	0.2237832322348684	4.281833580976447e-83
TCEA3	hypermethylated	1	0.2560041819562542	1.0790345200435962e-110
TCEAL7	hypermethylated	1	0.2004943678715182	5.91936793566973e-59
TCERG1L	hypermethylated	7	0.3551048803480485	1.2303750930943365e-134
TCF12	hypermethylated	2	0.3287639873987252	5.560883865961353e-36
TCF15	hypermethylated	3	0.3536985103805005	4.990974665743752e-101
TCF20	hypermethylated	4	0.4041066031371401	1.5873815817260176e-176
TCF21	hypermethylated	2	0.2750522416096027	1.725690884506783e-101
TCF23	hypermethylated	2	0.3817526875555657	6.212122341293272e-73
TCF24	hypermethylated	11	0.3550242159164536	1.854624114972513e-142
TCF4	hypermethylated	2	0.2221999695466771	1.2377708705611702e-113
TCF7L1	hypermethylated	4	0.342639860277269	2.7898664837919738e-78
TCF7L2	hypermethylated	2	0.2709565627830812	4.29469302752577e-101
TCHH	hypermethylated	2	0.2395881722151067	5.961722843026416e-113
TCL1A	hypermethylated	5	0.3659771440679422	4.4052017828600315e-150
TCP10L2	hypermethylated	1	0.2463697036251355	2.1812844716102793e-98
TCTEX1D1	hypermethylated	9	0.4165723417260403	1.0375334831635166e-113
TCTEX1D4	hypermethylated	1	0.2788850414475939	3.082495162834677e-40
TCTN2	hypermethylated	1	0.2228714012377189	4.661141013476408e-18
TDGF1P2	hypermethylated	6	0.3513688804543138	2.108594129302489e-155
TDRD10	hypermethylated	5	0.4218258562714083	1.9029996948418475e-139
TDRD5	hypermethylated	1	0.2338828445405336	3.482848258498007e-51
TEAD1	hypermethylated	4	0.3023147402936396	4.03150344674867e-111
TEAD3	hypermethylated	1	0.3093460460912773	1.9272545943657817e-73
TECR	hypermethylated	3	0.4123338960384104	1.029456466245054e-108
TENM3	hypermethylated	2	0.2819721716100067	5.532277010698992e-132
TENM3-AS1	hypermethylated	2	0.2819721716100067	5.532277010698992e-132
TENM4	hypermethylated	4	0.3381535365191667	2.749325612020437e-102
TENT4A	hypermethylated	1	0.2744943266101234	1.6559409778071556e-55
TENT5A	hypermethylated	2	0.2939264871480938	1.422084585628294e-104
TEPP	hypermethylated	2	0.3368067436074582	2.6600412304620175e-106
TERF2	hypermethylated	1	0.2500769169590031	5.014734173420612e-63
TERT	hypermethylated	3	0.2368675996692718	8.735163274332556e-73
TET1	hypermethylated	5	0.3166712866889106	1.3738702284299128e-73
TET3	hypermethylated	1	0.4055762537331989	2.2732770411203757e-07
TEX26	hypermethylated	1	0.2477362417958161	6.554106088358533e-22
TEX26-AS1	hypermethylated	1	0.2477362417958161	6.554106088358533e-22
TEX264	hypermethylated	1	0.2249686618396102	7.552694397754147e-49
TF	hypermethylated	4	0.3025370805821322	2.197029967120891e-109
TFAP2A	hypermethylated	1	0.2125981572427971	3.1801978547864856e-10
TFAP2B	hypermethylated	6	0.3364768464881253	3.3706080721563133e-34
TFAP2C	hypermethylated	1	0.2113143008896376	6.70403192315095e-71
TFAP2D	hypermethylated	10	0.3589060589225811	4.0014728476300586e-185
TFAP2E	hypermethylated	1	0.2265926483878136	4.128946935657402e-20
TFAP2E-AS1	hypermethylated	1	0.2265926483878136	4.128946935657402e-20
TFDP1P1	hypermethylated	2	0.3077764585312207	2.721559128700023e-35
TFDP2	hypermethylated	1	0.2166890444357749	3.760246742668632e-100
TFPI	hypermethylated	2	0.2389478090345551	2.004991592091132e-79
TG	hypermethylated	1	0.3609729206874177	1.1444017288688188e-111
TGFB1I1	hypermethylated	3	0.319887045437279	6.061649287390203e-72
TGFB2	hypermethylated	2	0.4044526336678672	3.0795147526945073e-111
TGFBI	hypermethylated	3	0.2972734447241945	3.7490020310690167e-94
TGFBR1	hypermethylated	2	0.2550040393278273	9.427798351677608e-112
TGFBR2	hypermethylated	1	0.2200770898190618	4.8400909791906745e-22
TGFBR3	hypermethylated	3	0.4439214026486431	1.4842382915548631e-77
TH	hypermethylated	3	0.322746910384473	1.2033836019997988e-57
TH2LCRR	hypermethylated	2	0.2290853500888248	3.401973706635334e-112
THADA	hypermethylated	1	0.3319554470660385	5.552107277351916e-54
THAP12P7	hypermethylated	1	0.2538522016482089	5.390047711295262e-72
THBS2	hypermethylated	7	0.261806421638994	1.839953801491717e-73
THBS4	hypermethylated	5	0.2824177594373616	2.2497058079263222e-138
THCAT155	hypermethylated	3	0.3052552990587304	5.134891287709875e-120
THEG	hypermethylated	1	0.2348912196180679	5.4833204236779806e-99
THEGL	hypermethylated	2	0.2327949332089668	3.2906607840091825e-113
THEM7P	hypermethylated	3	0.2322471979404665	8.621589724060485e-115
THEMIS2	hypermethylated	1	0.2013434687607517	6.348427454111631e-72
THRA	hypermethylated	3	0.296726545708717	5.929692569147299e-64
THRB	hypermethylated	1	0.2027325999156175	4.783344917040871e-84
THSD1	hypermethylated	2	0.4234383361636101	3.065518452429808e-109
THSD7A	hypermethylated	1	0.2788282313022107	3.0716908014484785e-29
THSD7B	hypermethylated	1	0.2257037825954001	1.752975148024886e-117
THY1	hypermethylated	1	0.2092729371822706	1.0463441898627575e-48
TIAL1	hypermethylated	1	0.255066651564378	1.0122289434833128e-25
TICAM2	hypermethylated	1	0.2878439384824754	4.183123847615176e-44
TIGD3	hypermethylated	3	0.237685109772055	7.452061225577873e-80
TIGD6	hypermethylated	1	0.2200557105539269	4.396657837155407e-20
TIMP2	hypermethylated	7	0.4135364218403391	7.648118020988007e-112
TIMP3	hypermethylated	2	0.269456989413072	1.3206753735922807e-77
TINAG	hypermethylated	1	0.2187643935750066	8.102233428050171e-56
TJP1	hypermethylated	1	0.214729639450565	5.947652318975204e-93
TJP2	hypermethylated	1	0.2031253907817433	2.00186870774522e-21
TJP3	hypermethylated	1	0.2076936206203363	1.7750685308300132e-92
TK2	hypermethylated	1	0.2058969880731417	3.1574514707142305e-42
TLCD3A	hypermethylated	1	0.2418344842796007	1.47539742957962e-80
TLCD3B	hypermethylated	2	0.2827306721558411	8.701794535030298e-73
TLE1P1	hypermethylated	1	0.2235463978511609	3.953482551402334e-38
TLE3	hypermethylated	2	0.2303233386245105	1.4161803694260302e-71
TLE4	hypermethylated	1	0.2147546007605646	5.259684526644989e-95
TLE7	hypermethylated	1	0.2015120211845408	9.810792962206415e-44
TLN2	hypermethylated	1	0.2029981234682464	7.502591738104191e-73
TLX1	hypermethylated	18	0.478670210317487	6.3434551292587704e-161
TLX1NB	hypermethylated	9	0.2950329284941423	2.7060755898928633e-155
TLX2	hypermethylated	8	0.3920012303565309	6.236557321918881e-154
TLX3	hypermethylated	10	0.3810551488736809	1.7678876025780335e-133
TM4SF18	hypermethylated	1	0.2796441091522834	4.295928179975833e-73
TM6SF1	hypermethylated	1	0.2067905975604639	2.2967062102716128e-68
TM6SF2	hypermethylated	3	0.2622800441315712	9.709395272838264e-109
TMBIM6	hypermethylated	1	0.2116720134529226	1.613877800073628e-59
TMC2	hypermethylated	1	0.2717718199736967	3.232472429092154e-61
TMC4	hypermethylated	4	0.3626450133025052	1.390771756130197e-163
TMC8	hypermethylated	1	0.2029036784011407	2.2486911966211254e-114
TMCC1	hypermethylated	1	0.335796846319196	1.0785725880232773e-118
TMDD1	hypermethylated	2	0.2569468390578525	2.560651898949967e-80
TMED7-TICAM2	hypermethylated	1	0.2878439384824754	4.183123847615176e-44
TMEFF1	hypermethylated	1	0.2431559501095186	3.954940073575806e-89
TMEFF2	hypermethylated	1	0.2367501723338598	1.573964390054325e-89
TMEM100	hypermethylated	1	0.2056340165100769	6.748206317666517e-73
TMEM101	hypermethylated	3	0.2605195639225959	2.9965317710699143e-97
TMEM106C	hypermethylated	1	0.2675701554363145	7.602729151588777e-56
TMEM11	hypermethylated	1	0.238032765671936	1.9367917379142629e-56
TMEM121B	hypermethylated	1	0.2368062184523089	6.85372601509438e-73
TMEM131L	hypermethylated	4	0.3681101325750011	1.2816380505864205e-86
TMEM132C	hypermethylated	8	0.4097675836725644	6.555482235886153e-166
TMEM132D	hypermethylated	6	0.3707125549021082	4.3405836659839206e-162
TMEM132E	hypermethylated	2	0.2510788558690888	1.9688718081867494e-105
TMEM145	hypermethylated	1	0.4757085427697606	2.10944919834926e-206
TMEM151A	hypermethylated	2	0.2927184148608946	1.9098153907197365e-124
TMEM154	hypermethylated	1	0.2868457528795863	5.024785997831461e-105
TMEM155	hypermethylated	7	0.3626965186854045	2.1175738711759698e-170
TMEM158	hypermethylated	1	0.2398497435898907	1.1384901312021035e-75
TMEM163	hypermethylated	1	0.2775722008075127	9.351075864725043e-115
TMEM176A	hypermethylated	1	0.2159775424933878	1.0406435882371927e-48
TMEM176B	hypermethylated	1	0.2159775424933878	1.0406435882371927e-48
TMEM178A	hypermethylated	1	0.2185140684927152	4.8263231967412904e-20
TMEM179	hypermethylated	2	0.2649729496877081	6.569764447083856e-99
TMEM181	hypermethylated	1	0.2428524136109796	4.244378677757435e-80
TMEM184B	hypermethylated	1	0.2559389101975293	7.136883442508014e-90
TMEM190	hypermethylated	3	0.272303605757301	8.396273695699223e-24
TMEM192	hypermethylated	1	0.2625293642943189	1.079587626785641e-70
TMEM196	hypermethylated	5	0.4615271247854721	9.433015808606429e-168
TMEM200A	hypermethylated	3	0.2285819747446196	2.548367131548417e-150
TMEM200B	hypermethylated	1	0.2326904249245351	1.3927084008745577e-58
TMEM200C	hypermethylated	2	0.2168786491638555	1.760527873211057e-107
TMEM201	hypermethylated	3	0.2666274151071273	7.22840942358532e-101
TMEM204	hypermethylated	13	0.3016614616006542	3.693139464511207e-92
TMEM213	hypermethylated	3	0.2066196236962228	1.6090100533043086e-82
TMEM220	hypermethylated	2	0.3076488204471406	3.7100173037034495e-77
TMEM220-AS1	hypermethylated	2	0.3076488204471406	3.7100173037034495e-77
TMEM233	hypermethylated	1	0.2086437504778626	2.95477816494138e-76
TMEM235	hypermethylated	3	0.2876005652879098	1.4582378577575149e-111
TMEM240	hypermethylated	2	0.3129411512661227	1.4044202034484924e-55
TMEM243	hypermethylated	1	0.3858660828643644	7.166181544452854e-113
TMEM245	hypermethylated	1	0.3013464391603644	5.427882720341853e-106
TMEM255A	hypermethylated	1	0.2492888463121567	8.306782585075303e-42
TMEM258	hypermethylated	1	0.327157420127965	1.0828862955790874e-44
TMEM263	hypermethylated	3	0.3293227434969346	1.26095400851578e-66
TMEM269	hypermethylated	7	0.3913571488156876	2.0839026950054982e-105
TMEM271	hypermethylated	1	0.2265284053259522	4.276417308092458e-109
TMEM275	hypermethylated	5	0.3575419974625083	1.7206308579380557e-154
TMEM59L	hypermethylated	2	0.2127103276575725	4.660568083707849e-111
TMEM63C	hypermethylated	3	0.2299304609261293	1.5711986373866054e-71
TMEM72-AS1	hypermethylated	1	0.2120848216012394	8.772584381370095e-18
TMEM74	hypermethylated	2	0.2457438087697052	8.596069105239602e-83
TMEM74B	hypermethylated	1	0.2096186893540086	8.129412676697389e-16
TMEM79	hypermethylated	3	0.2882779356924551	8.762253224046972e-36
TMEM88	hypermethylated	1	0.3399373501040864	3.705121112984798e-09
TMEM94	hypermethylated	1	0.2067134225314275	9.038403951297323e-33
TMEM97	hypermethylated	1	0.3919655552208251	2.366668207893502e-117
TMEM98	hypermethylated	1	0.2479643189492396	3.450693431539877e-80
TMIGD3	hypermethylated	4	0.4074511299996899	1.2154366845122922e-116
TMOD1	hypermethylated	1	0.279557536351138	5.471366097144967e-69
TMPRSS12	hypermethylated	2	0.2407759506056555	3.930581501423751e-86
TMPRSS2	hypermethylated	2	0.2739581477832075	4.8147090543039975e-60
TMPRSS4	hypermethylated	1	0.2249275271009155	8.060809923094169e-86
TMPRSS6	hypermethylated	3	0.2448684082047159	1.8173438569280268e-106
TNFAIP3	hypermethylated	2	0.311524372195723	1.744179878713351e-61
TNFAIP8L3	hypermethylated	4	0.39811856920595	1.8054068772965764e-161
TNFRSF10D	hypermethylated	8	0.268477299943422	2.066925212398631e-133
TNFRSF12A	hypermethylated	7	0.3693639217874235	2.820039586250063e-144
TNFRSF19	hypermethylated	1	0.468002454439799	4.028338602549891e-47
TNFRSF1B	hypermethylated	2	0.2840373328739897	4.4207346391419814e-64
TNFRSF8	hypermethylated	2	0.2260556369913097	7.452813841190113e-150
TNFSF11	hypermethylated	5	0.3268922464995506	6.496723070066392e-121
TNFSF12	hypermethylated	1	0.2058374440002641	1.0036136338819935e-38
TNFSF12-TNFSF13	hypermethylated	1	0.2058374440002641	1.0036136338819935e-38
TNFSF13	hypermethylated	1	0.2058374440002641	1.0036136338819935e-38
TNFSF13B	hypermethylated	3	0.2254855948334613	1.653559886052033e-71
TNK1	hypermethylated	2	0.2818263803965177	2.3678936991056398e-54
TNK2	hypermethylated	2	0.2733873026270355	4.959322820970755e-70
TNNC2	hypermethylated	1	0.2122794423173751	1.5512118660550892e-76
TNNI3	hypermethylated	3	0.2582503054573828	1.2970959463158512e-114
TNNT3	hypermethylated	4	0.2444770131158439	1.0187744566355118e-72
