gene	direction	n_probes	max_abs_delta_beta	min_fdr
SF3B2	hypermethylated	2	0.2571682997919613	1.5227893850673686e-137
SFMBT1	hypermethylated	1	0.2479048161376693	2.8444452690299828e-115
SFMBT2	hypermethylated	1	0.2239465654461094	3.0427429887921087e-36
SFRP1	hypermethylated	6	0.2581566181019041	2.452566239335572e-107
SFRP2	hypermethylated	16	0.4032154551593583	2.0814322745963507e-173
SFRP4	hypermethylated	1	0.2350211887955487	2.3651791218717884e-116
SFRP5	hypermethylated	6	0.3475799868735058	1.6572420309880812e-105
SFT2D1	hypermethylated	2	0.2297717931943061	2.0045263274395456e-34
SFT2D2	hypermethylated	2	0.4503969958518095	1.088804090373388e-67
SFTA2	hypermethylated	3	0.2915261723209003	1.6957186368964612e-69
SFTA3	hypermethylated	28	0.4471807383926204	1.630207012996657e-160
SGCD	hypermethylated	2	0.2403398208501825	2.9536777225982435e-82
SGCZ	hypermethylated	1	0.2837124995839018	1.0255976418095472e-168
SGIP1	hypermethylated	8	0.3476576753841933	1.8648038164839968e-91
SGK1	hypermethylated	1	0.2202111078554396	1.2537872965220791e-54
SGMS1	hypermethylated	1	0.230422033705729	2.0795231621142913e-50
SGMS2	hypermethylated	1	0.2060656719010632	7.558997044262202e-86
SGPP2	hypermethylated	1	0.2598044118405366	3.266491568826159e-64
SGTA	hypermethylated	1	0.2880171523338478	4.4691080509381233e-70
SH2B2	hypermethylated	1	0.2194317335388087	2.8607855238099786e-52
SH2B3	hypermethylated	1	0.2118012642579818	1.001019450927147e-52
SH3BP2	hypermethylated	1	0.2721242772908405	1.686496237224553e-83
SH3D19	hypermethylated	2	0.3939496148332616	2.0847686968651673e-63
SH3D21	hypermethylated	1	0.2844439818238433	1.350386946264113e-07
SH3GL1	hypermethylated	1	0.2472041779119304	4.375274332284251e-59
SH3PXD2A	hypermethylated	7	0.3203166967039443	6.738265950091889e-108
SH3PXD2B	hypermethylated	3	0.2984007732310765	2.19265528785945e-135
SH3RF3	hypermethylated	6	0.2813383096923176	3.3222339158055384e-92
SH3RF3-AS1	hypermethylated	3	0.2776747435859208	3.3222339158055384e-92
SH3TC2	hypermethylated	2	0.2404160473371538	2.680815025268675e-95
SH3TC2-DT	hypermethylated	2	0.2404160473371538	2.680815025268675e-95
SHANK1	hypermethylated	3	0.2820246166716631	4.0243860170884266e-135
SHANK2	hypermethylated	31	0.3853609939969069	8.945528121572197e-115
SHANK3	hypermethylated	4	0.2530663851855645	7.077053792684699e-94
SHARPIN	hypermethylated	1	0.2028199100316643	8.255255270870017e-22
SHB	hypermethylated	2	0.2831416627678899	8.741085778191421e-71
SHC3	hypermethylated	1	0.2006615839667311	2.0056772269490334e-41
SHC4	hypermethylated	1	0.2016388807625262	1.6137190743676774e-44
SHCBP1L	hypermethylated	1	0.488555043470208	2.395184426180522e-69
SHE	hypermethylated	5	0.4218258562714083	1.9029996948418475e-139
SHF	hypermethylated	3	0.4299721166526272	2.785709199377995e-99
SHH	hypermethylated	2	0.3084931846886473	2.194469736884928e-138
SHISA2	hypermethylated	1	0.2047681588097552	2.1281403200098136e-65
SHISA3	hypermethylated	5	0.3402058333879012	1.0107922655789748e-109
SHISA7	hypermethylated	1	0.2922537926067543	2.6623952799899183e-109
SHISA8	hypermethylated	1	0.2113634607395929	1.1493856393502498e-48
SHISA9	hypermethylated	3	0.2851738177953326	3.558494674297052e-117
SHISAL1	hypermethylated	1	0.2135459281363254	4.680135333860388e-65
SHISAL2A	hypermethylated	2	0.2901813817642285	1.466954993135044e-129
SHISAL2B	hypermethylated	1	0.2116638098302872	5.5408762442505124e-86
SHOX2	hypermethylated	5	0.3476561069827429	1.5393537425019733e-130
SHROOM4	hypermethylated	3	0.2345957992512133	1.367344148997689e-65
SIAH1	hypermethylated	1	0.2111967846237393	2.584166040574245e-33
SIDT1	hypermethylated	1	0.2936082381621441	2.595230412261389e-47
SIK3	hypermethylated	1	0.255061323199279	1.6648146143529753e-85
SIL1	hypermethylated	3	0.4532927979122508	2.4254387594940755e-57
SIM1	hypermethylated	25	0.429950524031686	1.0361062660351775e-123
SIM2	hypermethylated	29	0.3557955813529077	9.457282871627243e-159
SIPA1	hypermethylated	10	0.2891306690383762	1.593766543675515e-66
SIPA1L1	hypermethylated	2	0.3189957298145465	1.4615526670305269e-84
SIRLNT	hypermethylated	1	0.2949742774317544	2.937298820956232e-90
SIRPA	hypermethylated	2	0.4289771917515432	2.3811313526322767e-78
SIX1	hypermethylated	6	0.4651229499448799	1.2869659678247303e-135
SIX2	hypermethylated	1	0.2207463464691322	1.9973393506855226e-42
SIX3	hypermethylated	6	0.4308615338597309	7.381920989077617e-70
SIX3-AS1	hypermethylated	3	0.2278531519423615	7.381920989077617e-70
SIX6	hypermethylated	17	0.4015987438922961	5.924742031135226e-143
SKAP1	hypermethylated	1	0.3111979322053355	1.6745780718330046e-60
SKAP2	hypermethylated	1	0.222012994425445	3.2625982888260115e-39
SKI	hypermethylated	15	0.4374205173998702	7.746376045239179e-101
SKIDA1	hypermethylated	2	0.209588083991625	5.318677714573715e-89
SKOR1	hypermethylated	15	0.3936290418049717	3.4102988763896418e-152
SKOR2	hypermethylated	11	0.3243978064763749	2.5675812495915677e-167
SLC10A4	hypermethylated	5	0.2731386288609654	2.0025322292284763e-112
SLC12A1	hypermethylated	3	0.2282481412735809	6.645205532674946e-96
SLC12A4	hypermethylated	7	0.2497296595387915	1.9833228548324267e-91
SLC12A5	hypermethylated	12	0.3316859220608188	9.575433122951172e-137
SLC12A5-AS1	hypermethylated	2	0.2269611685288492	1.2882294122059085e-89
SLC12A8	hypermethylated	2	0.266651052140151	1.7063342354864375e-63
SLC12A9	hypermethylated	1	0.2900502635124969	7.037799278424203e-66
SLC13A4	hypermethylated	1	0.210527284488377	7.991164203441878e-73
SLC13A5	hypermethylated	5	0.3520997153332817	8.007220955179627e-129
SLC15A3	hypermethylated	1	0.2951855386099137	8.043066679551399e-31
SLC16A1	hypermethylated	4	0.2508360970880567	4.4248433185338153e-103
SLC16A1-AS1	hypermethylated	4	0.2508360970880567	4.4248433185338153e-103
SLC16A12	hypermethylated	1	0.2012152895979073	8.213580238749805e-72
SLC16A3	hypermethylated	1	0.2863922824387548	3.8856871755302183e-112
SLC16A7	hypermethylated	2	0.2534167328401902	2.165699879187064e-114
SLC16A8	hypermethylated	1	0.2198877152006124	1.5440369085327123e-77
SLC17A3	hypermethylated	2	0.2496183933506297	1.0087436004418436e-22
SLC17A6	hypermethylated	1	0.2443799134727184	2.404526325654399e-109
SLC17A9	hypermethylated	1	0.2522369622018943	3.73845278698642e-34
SLC18A2	hypermethylated	2	0.2901532854862286	3.833913659711393e-104
SLC18A3	hypermethylated	11	0.2834731717036159	1.2027735547781434e-137
SLC19A1	hypermethylated	1	0.220092872674219	8.621014366077081e-58
SLC19A3	hypermethylated	2	0.2243383921600198	1.2351400858165104e-98
SLC1A2	hypermethylated	1	0.2062454506247286	4.7195384393783566e-88
SLC1A3	hypermethylated	3	0.3412295151502637	4.9826987053763625e-95
SLC1A6	hypermethylated	5	0.3276054080114601	1.217533400903182e-151
SLC22A11	hypermethylated	1	0.2817453844811056	7.265176321317134e-78
SLC22A14	hypermethylated	1	0.2436972736220078	2.250998651760841e-68
SLC22A16	hypermethylated	4	0.3929248903531596	2.1559375482450084e-88
SLC22A18	hypermethylated	1	0.3131554278237829	4.5641141080397885e-27
SLC22A20P	hypermethylated	2	0.2269979820826699	5.317412590477177e-61
SLC22A23	hypermethylated	2	0.2145467816323673	5.9292304105777e-29
SLC22A3	hypermethylated	4	0.2760461085870628	1.1686923856700244e-109
SLC23A2	hypermethylated	4	0.3980383331234292	1.203536301847814e-166
SLC23A4P	hypermethylated	1	0.2795598794513861	5.181795123941046e-84
SLC24A2	hypermethylated	1	0.2581974524581101	6.806953549787356e-134
SLC24A4	hypermethylated	1	0.3875409246822532	6.364898740085122e-146
SLC25A13	hypermethylated	1	0.2917822925917093	3.5790312275955916e-45
SLC25A1P1	hypermethylated	1	0.2775518078333606	2.018735832718965e-40
SLC25A2	hypermethylated	3	0.2937575275768371	3.345587660323363e-54
SLC25A25	hypermethylated	2	0.3968422271829145	1.186264434292484e-94
SLC25A33	hypermethylated	1	0.3673552400740436	1.52436369419057e-81
SLC25A34-AS1	hypermethylated	1	0.2086954715547836	6.366640880583079e-65
SLC25A42	hypermethylated	1	0.2645181870936538	1.0300282354343163e-53
SLC25A45	hypermethylated	1	0.2413992758164034	1.2257713785803445e-58
SLC25A51P4	hypermethylated	3	0.2656434368002439	8.602901696096856e-55
SLC26A5	hypermethylated	4	0.2420575127252418	6.626349248668081e-73
SLC27A1	hypermethylated	1	0.2545528181423254	4.058172189306453e-79
SLC27A3	hypermethylated	3	0.3475848361545846	1.2038569799779191e-106
SLC27A6	hypermethylated	7	0.4089662808756372	2.0202894563183322e-111
SLC2A14	hypermethylated	2	0.3283348827220185	1.862893639523861e-69
SLC2A2	hypermethylated	1	0.2204050856116249	2.972303643223184e-104
SLC2A5	hypermethylated	3	0.2891057437827058	3.492221792252615e-107
SLC2A9	hypermethylated	5	0.2734373138565751	2.1136617099228407e-99
SLC30A10	hypermethylated	5	0.3186748656079076	1.0936018011238164e-101
SLC30A3	hypermethylated	1	0.3062331932747314	4.8463475065635665e-130
SLC32A1	hypermethylated	11	0.3293770819470502	1.4846743576322721e-151
SLC35C1	hypermethylated	1	0.203783137498107	2.1847678371946593e-104
SLC35D1	hypermethylated	1	0.4380932447256541	5.663805315673147e-45
SLC35D3	hypermethylated	2	0.2168564562633102	9.145516774703174e-95
SLC35F1	hypermethylated	8	0.3424992074230234	4.6711192317930625e-151
SLC35F2	hypermethylated	2	0.2114402198321671	6.4611706437338476e-99
SLC35F3	hypermethylated	2	0.2197730291490549	2.2755076193441786e-89
SLC35F4	hypermethylated	4	0.3869971795091849	8.684380159801196e-176
SLC35F6	hypermethylated	1	0.2663566161846292	1.0245065325126831e-08
SLC35G2	hypermethylated	7	0.3168529945149656	1.0158027466337163e-127
SLC37A4	hypermethylated	1	0.2114230338446421	1.194404821729187e-83
SLC38A10	hypermethylated	4	0.2538085731407781	4.44924611391088e-38
SLC38A4	hypermethylated	8	0.4445159805265833	2.1275610954283568e-194
SLC39A10	hypermethylated	1	0.2225432185063963	1.1008330622803975e-26
SLC39A11	hypermethylated	1	0.2948232706664496	1.4744413069382093e-106
SLC39A14	hypermethylated	1	0.2523571596341019	2.827355865443422e-44
SLC3A2	hypermethylated	1	0.2538639639711828	6.647770835667156e-58
SLC41A1	hypermethylated	2	0.243758572531161	3.1277256795845e-96
SLC41A3	hypermethylated	1	0.250620996291587	5.275817094531793e-89
SLC43A1	hypermethylated	5	0.3392223370360016	4.7198554241436937e-116
SLC43A3	hypermethylated	2	0.2349635266436725	4.2568297010999906e-67
SLC44A2	hypermethylated	2	0.2512642270979134	3.490350052520667e-105
SLC44A3-AS1	hypermethylated	1	0.2227541074479732	9.289114341638124e-52
SLC45A1	hypermethylated	2	0.2849625194498587	1.7196043490969818e-42
SLC45A4	hypermethylated	2	0.2240001467894313	3.893317594163403e-27
SLC46A1	hypermethylated	1	0.2110873908493934	3.768025602167998e-68
SLC47A1	hypermethylated	1	0.2296896082383557	3.3265644673433468e-68
SLC47A1P1	hypermethylated	1	0.2241513980636428	3.3937906936008705e-91
SLC49A4	hypermethylated	1	0.2512949466338654	1.372373159571939e-113
SLC4A10	hypermethylated	9	0.4105828118039776	2.7069182084736173e-209
SLC4A11	hypermethylated	3	0.3299803640791259	5.4056654206820935e-84
SLC4A4	hypermethylated	2	0.2810610326540528	1.2002783759897095e-94
SLC52A2	hypermethylated	6	0.2937504648315536	1.0797798603090991e-96
SLC52A3	hypermethylated	2	0.2252727918567578	6.489220411500552e-39
SLC5A5	hypermethylated	1	0.253886504055634	1.7113076447076953e-102
SLC5A7	hypermethylated	5	0.3801598148652099	7.375115368444699e-155
SLC66A1L	hypermethylated	2	0.2575380039017459	5.0770076475335625e-112
SLC6A1	hypermethylated	3	0.2670174979320857	4.1178910106655185e-117
SLC6A15	hypermethylated	4	0.2747077035386561	1.6239895226002117e-130
SLC6A17	hypermethylated	1	0.2233442828953145	7.0556351414892154e-90
SLC6A18	hypermethylated	1	0.2378257844491633	1.46615169191348e-48
SLC6A2	hypermethylated	3	0.3537323941268025	7.452521881007323e-192
SLC6A3	hypermethylated	5	0.4268401247471226	4.2266423258287026e-152
SLC6A4	hypermethylated	1	0.2526945455473264	1.5171772618319717e-74
SLC6A5	hypermethylated	7	0.3539804743526234	7.903620848286207e-129
SLC7A10	hypermethylated	2	0.271838833806674	1.62511263622282e-70
SLC7A14	hypermethylated	8	0.4515485698792376	3.6963674110488545e-163
SLC7A14-AS1	hypermethylated	8	0.4515485698792376	3.6963674110488545e-163
SLC7A3	hypermethylated	1	0.2481520754928635	1.0747277601521778e-91
SLC7A4	hypermethylated	5	0.2498041399778095	1.537188405761128e-122
SLC7A7	hypermethylated	1	0.3120160015154477	8.137403293061647e-70
SLC7A8	hypermethylated	1	0.2787638820554451	2.3623120976904113e-65
SLC8A1	hypermethylated	5	0.287920713831747	9.661647669296792e-97
SLC8A1-AS1	hypermethylated	1	0.2082585787523049	1.7558273168742868e-08
SLC8A2	hypermethylated	5	0.3294498048794505	2.5751112941648264e-123
SLC8A3	hypermethylated	3	0.3505837673407047	1.5523399000865575e-106
SLC9A1	hypermethylated	1	0.2395263343339809	3.8710150382338603e-59
SLC9A3	hypermethylated	4	0.2827224195984659	3.203083002152391e-113
SLC9A3R2	hypermethylated	5	0.2812398009909461	3.925313535394816e-96
SLC9A5	hypermethylated	1	0.270213269394823	2.3552200327521695e-80
SLC9B2	hypermethylated	1	0.2456574368741482	1.2883618315067158e-86
SLCO3A1	hypermethylated	1	0.3199648174347558	5.9476664153700185e-25
SLCO5A1	hypermethylated	1	0.2522710022360853	2.4624230363624567e-63
SLF1	hypermethylated	1	0.2866353214156468	1.2523180506183497e-95
SLFN11	hypermethylated	4	0.2395817107848035	3.2288466251845075e-82
SLFN12L	hypermethylated	4	0.2620986442069237	1.2745660993558108e-87
SLIT2	hypermethylated	7	0.3382755354212109	1.1117993554514693e-163
SLITRK1	hypermethylated	9	0.4416426330765867	4.7893367881032954e-164
SLITRK3	hypermethylated	8	0.4259807132297736	3.359754350677962e-162
SLITRK5	hypermethylated	3	0.3269152105027819	2.0799160308025003e-79
SMAD3	hypermethylated	2	0.2372344343165114	1.2922715466284656e-64
SMAD4	hypermethylated	1	0.2854158103167895	5.7244783227886313e-36
SMAD6	hypermethylated	2	0.231027201056746	1.6582679007323792e-81
SMAD7	hypermethylated	3	0.3065197850537756	4.0509653090660334e-91
SMARCA1	hypermethylated	1	0.2253875190000731	4.5721180545932114e-97
SMARCB1	hypermethylated	1	0.2106680785722342	1.073782987566272e-71
SMARCD2	hypermethylated	1	0.2033074137699254	1.3913126981887892e-81
SMG1	hypermethylated	1	0.2257592672626722	0.0236726958990178
SMG6	hypermethylated	1	0.4360295664095436	7.752833223414869e-73
SMIM1	hypermethylated	2	0.3415500286928157	1.929786531647567e-80
SMIM12	hypermethylated	2	0.3428053594504688	1.1712804231849e-103
SMIM17	hypermethylated	3	0.3535439575058886	3.9199202968445446e-151
SMIM19	hypermethylated	1	0.2447944664721218	1.2715509656953621e-30
SMIM3	hypermethylated	1	0.2575658112840718	5.138077839635313e-53
SMIM35	hypermethylated	1	0.2249275271009155	8.060809923094169e-86
SMIM38	hypermethylated	4	0.2529947016335401	5.246500333052919e-89
SMIM40	hypermethylated	1	0.2055334046216778	1.005077462430785e-68
SMIM41	hypermethylated	1	0.2635396434142526	8.637075889340488e-56
SMIM5	hypermethylated	1	0.2041659184583413	9.5520860460872e-34
SMOC2	hypermethylated	2	0.2613540695999636	1.3317340585316934e-84
SMPD3	hypermethylated	3	0.25094967924298	2.4065505687304128e-85
SMPD5	hypermethylated	10	0.3755917528065385	2.4893282667611023e-68
SMYD2	hypermethylated	1	0.2460925152585583	2.6376573553373255e-53
SMYD4	hypermethylated	4	0.2746177364194593	1.3318556529899505e-58
SNAI2	hypermethylated	2	0.2684102472544445	3.312764537442255e-78
SNAP25	hypermethylated	2	0.3638756447231647	1.771897866315204e-142
SNAP25-AS1	hypermethylated	2	0.3638756447231647	1.771897866315204e-142
SNAP91	hypermethylated	4	0.2671044039412016	7.507786749772701e-97
SNAPC5	hypermethylated	1	0.3140520664809121	6.663258402602758e-77
SNCA	hypermethylated	13	0.3409995533392813	4.260671257576329e-147
SNCA-AS1	hypermethylated	13	0.3409995533392813	4.260671257576329e-147
SNCAIP	hypermethylated	3	0.2894780990628299	2.8525891068827677e-103
SNCB	hypermethylated	2	0.2174935768267943	8.632323134370012e-70
SNCG	hypermethylated	2	0.2169694858376863	5.693470301765193e-72
SND1	hypermethylated	6	0.3079323438303121	3.3858160457344177e-87
SNHG14	hypermethylated	1	0.2190038678349359	7.61967283260815e-34
SNHG18	hypermethylated	3	0.311263770469499	9.466482305533844e-73
SNHG31	hypermethylated	2	0.2462107000746307	1.5111091693128462e-82
SNHG4	hypermethylated	1	0.4532927979122508	0.0011496316993272
SNORD115-47	hypermethylated	1	0.2190038678349359	7.61967283260815e-34
SNORD115-48	hypermethylated	1	0.2190038678349359	7.61967283260815e-34
SNORD123	hypermethylated	3	0.311263770469499	9.466482305533844e-73
SNORD39	hypermethylated	1	0.2115393797556559	0.0011209473946774
SNORD83B	hypermethylated	1	0.2297878386727505	3.5273768622948957e-17
SNRPF	hypermethylated	3	0.3324436352481882	2.6385906705554614e-116
SNRPN	hypermethylated	1	0.240264800447708	2.274460455779267e-37
SNTB2	hypermethylated	3	0.3132488139144675	8.721197690797816e-50
SNTG1	hypermethylated	6	0.3491062212619908	5.4946488836165875e-167
SNTG2	hypermethylated	4	0.2738621574621707	6.229565458296796e-100
SNTG2-AS1	hypermethylated	2	0.2738621574621707	6.229565458296796e-100
SNU13	hypermethylated	2	0.3509536812396318	4.667327570908213e-46
SNUPN	hypermethylated	1	0.2790014959938655	6.114642156632643e-26
SNX18	hypermethylated	3	0.3905038599399834	2.111972168242376e-147
SNX20	hypermethylated	2	0.247348939376402	3.327022487671752e-60
SNX21	hypermethylated	1	0.2122794423173751	1.5512118660550892e-76
SNX27	hypermethylated	1	0.2390942673045101	7.08817406668353e-85
SNX29	hypermethylated	3	0.3129731896618825	4.350214425867274e-81
SNX32	hypermethylated	8	0.346805116448431	5.790635760219742e-138
SNX33	hypermethylated	1	0.2284813683950934	3.4117601039156653e-75
SNX8	hypermethylated	2	0.2891634591920569	8.509304498273516e-63
SOBP	hypermethylated	2	0.2961646872899651	5.333759095972114e-112
SOCS2	hypermethylated	2	0.2410544218600737	9.526161592219142e-74
SOCS2-AS1	hypermethylated	1	0.2410544218600737	9.526161592219142e-74
SOD2	hypermethylated	1	0.213067965128041	5.54191370885109e-35
SOD3	hypermethylated	3	0.2215324918440061	3.4866804825950193e-50
SOGA3	hypermethylated	8	0.360389311804872	5.948680901859901e-165
SORBS1	hypermethylated	4	0.2859608276093541	1.05625835969428e-59
SORBS2	hypermethylated	4	0.2995161933592524	4.016605329042406e-62
SORBS3	hypermethylated	1	0.2167985250364233	1.9473649401984244e-61
SORCS2	hypermethylated	1	0.2018571828866934	8.796883170206417e-14
SORCS3	hypermethylated	2	0.2265846193189451	1.2402470055747957e-111
SOSTDC1	hypermethylated	5	0.4050986343593315	1.463525427160298e-114
SOX1	hypermethylated	16	0.4740974889092486	6.3057462199270755e-143
SOX1-OT	hypermethylated	41	0.4740974889092486	3.09023745721702e-178
SOX10	hypermethylated	2	0.278126860260909	2.5134125471137817e-102
SOX11	hypermethylated	6	0.3392181710780058	9.808392976105403e-117
SOX14	hypermethylated	6	0.3084201039756721	1.679305393249696e-132
SOX15	hypermethylated	2	0.2373651586327233	5.84797497221438e-75
SOX17	hypermethylated	16	0.3675482857068384	1.9676960107663607e-131
SOX18	hypermethylated	2	0.2237832322348684	4.281833580976447e-83
SOX2	hypermethylated	13	0.3460743580438493	5.05593655836995e-123
SOX2-OT	hypermethylated	51	0.580017140738901	7.455600583812756e-168
SOX21	hypermethylated	11	0.3131786175754356	2.47250174438821e-149
SOX21-AS1	hypermethylated	12	0.3131786175754356	2.47250174438821e-149
SOX3	hypermethylated	1	0.2184977026735338	3.991777059571098e-37
SOX5	hypermethylated	2	0.3020932039593169	6.373453971682082e-66
SOX6	hypermethylated	5	0.3131236011560264	4.058308594331299e-68
SOX7	hypermethylated	2	0.2023003802463008	7.571045368772975e-98
SOX8	hypermethylated	7	0.3493993350773304	1.7055597426966145e-169
SOX9	hypermethylated	1	0.2916088397206824	6.335128494270127e-17
SOX9-AS1	hypermethylated	5	0.3655317686009033	8.506087756000007e-161
SP2	hypermethylated	1	0.2239122119412203	1.1687553514570393e-51
SP2-AS1	hypermethylated	1	0.2239122119412203	1.1687553514570393e-51
SP5	hypermethylated	3	0.3573699637552023	2.6270252041811993e-84
SP6	hypermethylated	1	0.2318384192234044	2.08699732310242e-51
SP8	hypermethylated	7	0.3658477386405402	2.5515694712791875e-133
SP9	hypermethylated	7	0.2956410591267382	2.5601074293598418e-130
SPAAR	hypermethylated	2	0.2459042137333233	5.860947053911074e-109
SPAG16	hypermethylated	1	0.2289644758870396	1.2816105941310174e-68
SPAG16-DT	hypermethylated	1	0.2289644758870396	1.2816105941310174e-68
SPAG17	hypermethylated	1	0.2610920533465757	1.3052627487364918e-56
SPAG6	hypermethylated	12	0.3646813226743307	1.0798406574750233e-96
SPARC	hypermethylated	8	0.3459044723006604	1.8404207033124768e-81
SPARCL1	hypermethylated	3	0.3630467826810305	1.869904236639991e-85
SPATA13	hypermethylated	7	0.2874398859752836	3.929427817985663e-71
SPATA3	hypermethylated	1	0.2111292672532967	1.6757581012483955e-34
SPATA3-AS1	hypermethylated	1	0.2111292672532967	1.6757581012483955e-34
SPATA33	hypermethylated	1	0.2045199307853834	1.4218405740973603e-53
SPATA6	hypermethylated	1	0.2577465290538622	1.4371228831998644e-39
SPATS1	hypermethylated	1	0.2006904950398512	1.861859816813769e-102
SPATS2L	hypermethylated	1	0.2092425992125778	1.777343354765191e-36
SPDYA	hypermethylated	1	0.2442889604033145	9.08168252143649e-58
SPECC1L-ADORA2A	hypermethylated	1	0.2965510842891093	2.8805650361683138e-95
SPEF1	hypermethylated	1	0.2348123654300372	4.461022961617803e-78
SPEF2	hypermethylated	1	0.2236935855937519	3.3529894882249825e-55
SPEG	hypermethylated	1	0.2893531260176636	1.5405350830843773e-71
SPESP1	hypermethylated	1	0.229813164764905	5.203936364571137e-106
SPG7	hypermethylated	2	0.2225891335122052	1.930045343370136e-62
SPHK1	hypermethylated	1	0.2107937865742198	4.3349903685097415e-95
SPHK2	hypermethylated	2	0.2546687847254139	1.5523078679318118e-98
SPHKAP	hypermethylated	5	0.3193503342695014	3.825173835132858e-139
SPINT2	hypermethylated	7	0.3829925630690695	1.498716257017974e-149
SPN	hypermethylated	1	0.2584979119160948	1.479089727777898e-94
SPOCD1	hypermethylated	1	0.2208462093838069	1.0828037506066495e-78
SPOCK1	hypermethylated	5	0.2459269011813193	8.854677944262105e-113
SPOCK2	hypermethylated	4	0.2957427952960678	2.8156613516916663e-104
SPOCK3	hypermethylated	2	0.25435556425689	1.5077200274653665e-137
SPON1	hypermethylated	2	0.2579269034307512	3.173880193937797e-107
SPON2	hypermethylated	3	0.3303306136812482	3.483919692421568e-49
SPRED2	hypermethylated	1	0.2729945523398263	0.0006674329327191
SPRED3	hypermethylated	6	0.2891334543286941	3.449061922378158e-52
SPRY1	hypermethylated	3	0.265716856041168	1.4280581720122725e-69
SPRY2	hypermethylated	4	0.4023130213957389	5.169801909590628e-126
SPRY4-AS1	hypermethylated	6	0.3632611340806617	1.8330178893284488e-91
SPSB1	hypermethylated	1	0.3445810808126939	1.7099634855399546e-27
SPSB4	hypermethylated	6	0.3477385212974354	2.419116360021669e-101
SPTBN1	hypermethylated	3	0.2771115785792802	2.1824052798143145e-91
SPTBN4	hypermethylated	5	0.4067306829186436	3.367482085239985e-143
SRC	hypermethylated	2	0.3064661472093893	2.606457586860419e-49
SRCIN1	hypermethylated	6	0.3164733952170104	5.011633085873518e-78
SRD5A2	hypermethylated	3	0.2561837007717639	3.661870388617914e-73
SRGAP1	hypermethylated	2	0.3326286912680664	3.4209023868090426e-96
SRGAP3	hypermethylated	3	0.4075935273202744	7.899903786979499e-103
SRGN	hypermethylated	3	0.2283263088091434	7.453113605493375e-69
SRP14-AS1	hypermethylated	1	0.3140028999970022	3.490882485332763e-58
SRRM3	hypermethylated	1	0.3262917691708226	3.4848300688012905e-80
SRRM4	hypermethylated	7	0.3691086037085166	4.8692772549911766e-173
SRSF12	hypermethylated	1	0.2406730543967853	1.1760012079985344e-95
SSBP2	hypermethylated	1	0.2532416753362347	3.8190715138094677e-26
SSBP3	hypermethylated	5	0.2957099650947031	3.6128869331000306e-85
SSC5D	hypermethylated	1	0.2013403494146806	3.070428403867162e-44
SSH1	hypermethylated	3	0.4258680318228867	2.530743290325139e-74
SSPN	hypermethylated	2	0.2195365194101199	2.105888776015098e-54
SSPOP	hypermethylated	2	0.4074031736936284	2.1010066094162296e-96
SST	hypermethylated	8	0.4363412025276952	1.542682001338829e-186
SSTR1	hypermethylated	9	0.4217943539329155	1.95037961983989e-136
SSTR4	hypermethylated	5	0.3916915577995842	4.869660088735093e-99
SSTR5-AS1	hypermethylated	1	0.2493412344678517	8.422981041881787e-98
ST18	hypermethylated	4	0.3849422052568582	4.404940037549984e-109
ST3GAL4	hypermethylated	1	0.2049902308987318	4.48141151843122e-37
ST6GAL1	hypermethylated	1	0.239120278958864	7.72654880770734e-30
ST6GAL2	hypermethylated	6	0.2847354188442	2.8322323130629358e-105
ST6GALNAC3	hypermethylated	5	0.2760566623605511	1.836833484298356e-109
ST6GALNAC6	hypermethylated	2	0.2441377882517642	1.5195979493528098e-85
ST7	hypermethylated	3	0.3920811007017171	8.059137862062086e-121
ST7-OT4	hypermethylated	2	0.3920811007017171	8.059137862062086e-121
ST8SIA2	hypermethylated	2	0.2451449092352051	1.1388775153406376e-110
ST8SIA3	hypermethylated	8	0.4141606965331773	7.555762227249942e-225
ST8SIA5	hypermethylated	5	0.2630654851598688	3.316318760173713e-137
STAC	hypermethylated	3	0.2638440154576268	1.3060963028414196e-112
STAC2	hypermethylated	4	0.3544617193289339	1.2149655099609206e-105
STAG3	hypermethylated	7	0.3972918528223553	2.0021560898008192e-197
STAP2	hypermethylated	6	0.4674860631215844	2.757318351211698e-20
STAT5A	hypermethylated	6	0.3213100597418333	3.902150667413019e-150
STAT5B	hypermethylated	1	0.23002772791856	1.2701041565166693e-57
STC2	hypermethylated	1	0.2135729859276652	1.5913422783419768e-25
STEAP1B	hypermethylated	2	0.3391342207583364	3.643025327796067e-114
STEAP3	hypermethylated	1	0.3404331505453916	1.6735310769729411e-10
STEAP3-AS1	hypermethylated	1	0.3404331505453916	1.6735310769729411e-10
STIM1	hypermethylated	1	0.3607451440272778	3.5953211223895145e-76
STIM2	hypermethylated	1	0.3083418965977476	1.5129380584283605e-111
STIMATE-MUSTN1	hypermethylated	1	0.2005060964982565	2.41393207237182e-40
STK11	hypermethylated	1	0.2395075606459574	2.8153822884004005e-104
STK24	hypermethylated	1	0.2098338738304656	1.4903059568072223e-70
STK25P1	hypermethylated	1	0.2294155502047375	6.246716962081448e-60
STK3	hypermethylated	11	0.3371444495919023	4.0383360510748895e-96
STK33	hypermethylated	5	0.2884065650126459	1.1953651813864976e-97
STK36	hypermethylated	1	0.202968955678541	5.961849578062429e-43
STMN2	hypermethylated	7	0.3427213349162679	6.392019364797571e-137
STMP1	hypermethylated	1	0.210527284488377	7.991164203441878e-73
